mileage,curvature_simulation
642731.25,-4.732028139809E-4
642731.5,-4.732028139809E-4
642731.75,-4.732028139809E-4
642732,-4.732028139809E-4
642732.25,-4.732028139809E-4
642732.5,-4.732028139809E-4
642732.75,-4.732028139809E-4
642733,-4.732028139809E-4
642733.25,-4.732028139809E-4
642733.5,-4.732028139809E-4
642733.75,-4.732028139809E-4
642734,-4.732028139809E-4
642734.25,-4.732028139809E-4
642734.5,-4.732028139809E-4
642734.75,-4.732028139809E-4
642735,-4.732028139809E-4
642735.25,-4.732028139809E-4
642735.5,-4.732028139809E-4
642735.75,-4.732028139809E-4
642736,-4.732028139809E-4
642736.25,-4.732028139809E-4
642736.5,-4.732028139809E-4
642736.75,-4.732028139809E-4
642737,-4.732028139809E-4
642737.25,-4.732028139809E-4
642737.5,-4.732028139809E-4
642737.75,-4.732028139809E-4
642738,-4.732028139809E-4
642738.25,-4.732028139809E-4
642738.5,-4.732028139809E-4
642738.75,-4.732028139809E-4
642739,-4.732028139809E-4
642739.25,-4.732028139809E-4
642739.5,-4.732028139809E-4
642739.75,-4.732028139809E-4
642740,-4.732028139809E-4
642740.25,-4.732028139809E-4
642740.5,-4.732028139809E-4
642740.75,-4.732028139809E-4
642741,-4.732028139809E-4
642741.25,-4.732028139809E-4
642741.5,-4.732028139809E-4
642741.75,-4.732028139809E-4
642742,-4.732028139809E-4
642742.25,-4.732028139809E-4
642742.5,-4.732028139809E-4
642742.75,-4.732028139809E-4
642743,-4.732028139809E-4
642743.25,-4.732028139809E-4
642743.5,-4.732028139809E-4
642743.75,-4.732028139809E-4
642744,-4.732028139809E-4
642744.25,-4.732028139809E-4
642744.5,-4.732028139809E-4
642744.75,-4.732028139809E-4
642745,-4.732028139809E-4
642745.25,-4.732028139809E-4
642745.5,-4.732028139809E-4
642745.75,-4.732028139809E-4
642746,-4.732028139809E-4
642746.25,-4.732028139809E-4
642746.5,-4.732028139809E-4
642746.75,-4.732028139809E-4
642747,-4.732028139809E-4
642747.25,-4.732028139809E-4
642747.5,-4.732028139809E-4
642747.75,-4.732028139809E-4
642748,-4.732028139809E-4
642748.25,-4.732028139809E-4
642748.5,-4.732028139809E-4
642748.75,-4.732028139809E-4
642749,-4.732028139809E-4
642749.25,-4.732028139809E-4
642749.5,-4.732028139809E-4
642749.75,-4.732028139809E-4
642750,-4.732028139809E-4
642750.25,-4.732028139809E-4
642750.5,-4.732028139809E-4
642750.75,-4.732028139809E-4
642751,-4.732028139809E-4
642751.25,-4.732028139809E-4
642751.5,-4.732028139809E-4
642751.75,-4.732028139809E-4
642752,-4.732028139809E-4
642752.25,-4.732028139809E-4
642752.5,-4.732028139809E-4
642752.75,-4.732028139809E-4
642753,-4.732028139809E-4
642753.25,-4.732028139809E-4
642753.5,-4.732028139809E-4
642753.75,-4.732028139809E-4
642754,-4.732028139809E-4
642754.25,-4.732028139809E-4
642754.5,-4.732028139809E-4
642754.75,-4.732028139809E-4
642755,-4.732028139809E-4
642755.25,-4.732028139809E-4
642755.5,-4.732028139809E-4
642755.75,-4.732028139809E-4
642756,-4.732028139809E-4
642756.25,-4.732028139809E-4
642756.5,-4.732028139809E-4
642756.75,-4.732028139809E-4
642757,-4.732028139809E-4
642757.25,-4.732028139809E-4
642757.5,-4.732028139809E-4
642757.75,-4.732028139809E-4
642758,-4.732028139809E-4
642758.25,-4.732028139809E-4
642758.5,-4.732028139809E-4
642758.75,-4.732028139809E-4
642759,-4.732028139809E-4
642759.25,-4.732028139809E-4
642759.5,-4.732028139809E-4
642759.75,-4.732028139809E-4
642760,-4.732028139809E-4
642760.25,-4.732028139809E-4
642760.5,-4.732028139809E-4
642760.75,-4.732028139809E-4
642761,-4.732028139809E-4
642761.25,-4.732028139809E-4
642761.5,-4.732028139809E-4
642761.75,-4.732028139809E-4
642762,-4.732028139809E-4
642762.25,-4.732028139809E-4
642762.5,-4.732028139809E-4
642762.75,-4.732028139809E-4
642763,-4.732028139809E-4
642763.25,-4.732028139809E-4
642763.5,-4.732028139809E-4
642763.75,-4.732028139809E-4
642764,-4.732028139809E-4
642764.25,-4.732028139809E-4
642764.5,-4.732028139809E-4
642764.75,-4.732028139809E-4
642765,-4.732028139809E-4
642765.25,-4.732028139809E-4
642765.5,-4.732028139809E-4
642765.75,-4.732028139809E-4
642766,-4.732028139809E-4
642766.25,-4.732028139809E-4
642766.5,-4.732028139809E-4
642766.75,-4.732028139809E-4
642767,-4.732028139809E-4
642767.25,-4.732028139809E-4
642767.5,-4.732028139809E-4
642767.75,-4.732028139809E-4
642768,-4.732028139809E-4
642768.25,-4.732028139809E-4
642768.5,-4.732028139809E-4
642768.75,-4.732028139809E-4
642769,-4.732028139809E-4
642769.25,-4.732028139809E-4
642769.5,-4.732028139809E-4
642769.75,-4.732028139809E-4
642770,-4.732028139809E-4
642770.25,-4.732028139809E-4
642770.5,-4.732028139809E-4
642770.75,-4.732028139809E-4
642771,-4.732028139809E-4
642771.25,-4.732028139809E-4
642771.5,-4.732028139809E-4
642771.75,-4.732028139809E-4
642772,-4.732028139809E-4
642772.25,-4.732028139809E-4
642772.5,-4.732028139809E-4
642772.75,-4.732028139809E-4
642773,-4.732028139809E-4
642773.25,-4.732028139809E-4
642773.5,-4.732028139809E-4
642773.75,-4.732028139809E-4
642774,-4.732028139809E-4
642774.25,-4.732028139809E-4
642774.5,-4.732028139809E-4
642774.75,-4.732028139809E-4
642775,-4.732028139809E-4
642775.25,-4.732028139809E-4
642775.5,-4.732028139809E-4
642775.75,-4.732028139809E-4
642776,-4.732028139809E-4
642776.25,-4.732028139809E-4
642776.5,-4.732028139809E-4
642776.75,-4.732028139809E-4
642777,-4.732028139809E-4
642777.25,-4.732028139809E-4
642777.5,-4.732028139809E-4
642777.75,-4.732028139809E-4
642778,-4.732028139809E-4
642778.25,-4.732028139809E-4
642778.5,-4.732028139809E-4
642778.75,-4.732028139809E-4
642779,-4.732028139809E-4
642779.25,-4.732028139809E-4
642779.5,-4.732028139809E-4
642779.75,-4.732028139809E-4
642780,-4.732028139809E-4
642780.25,-4.732028139809E-4
642780.5,-4.732028139809E-4
642780.75,-4.732028139809E-4
642781,-4.732028139809E-4
642781.25,-4.732028139809E-4
642781.5,-4.732028139809E-4
642781.75,-4.732028139809E-4
642782,-4.732028139809E-4
642782.25,-4.732028139809E-4
642782.5,-4.732028139809E-4
642782.75,-4.732028139809E-4
642783,-4.732028139809E-4
642783.25,-4.732028139809E-4
642783.5,-4.732028139809E-4
642783.75,-4.732028139809E-4
642784,-4.732028139809E-4
642784.25,-4.732028139809E-4
642784.5,-4.732028139809E-4
642784.75,-4.732028139809E-4
642785,-4.732028139809E-4
642785.25,-4.732028139809E-4
642785.5,-4.732028139809E-4
642785.75,-4.732028139809E-4
642786,-4.732028139809E-4
642786.25,-4.732028139809E-4
642786.5,-4.732028139809E-4
642786.75,-4.732028139809E-4
642787,-4.732028139809E-4
642787.25,-4.732028139809E-4
642787.5,-4.732028139809E-4
642787.75,-4.732028139809E-4
642788,-4.732028139809E-4
642788.25,-4.732028139809E-4
642788.5,-4.732028139809E-4
642788.75,-4.732028139809E-4
642789,-4.732028139809E-4
642789.25,-4.732028139809E-4
642789.5,-4.732028139809E-4
642789.75,-4.732028139809E-4
642790,-4.732028139809E-4
642790.25,-4.732028139809E-4
642790.5,-4.732028139809E-4
642790.75,-4.732028139809E-4
642791,-4.732028139809E-4
642791.25,-4.732028139809E-4
642791.5,-4.732028139809E-4
642791.75,-4.732028139809E-4
642792,-4.732028139809E-4
642792.25,-4.732028139809E-4
642792.5,-4.732028139809E-4
642792.75,-4.732028139809E-4
642793,-4.732028139809E-4
642793.25,-4.732028139809E-4
642793.5,-4.732028139809E-4
642793.75,-4.732028139809E-4
642794,-4.732028139809E-4
642794.25,-4.732028139809E-4
642794.5,-4.732028139809E-4
642794.75,-4.732028139809E-4
642795,-4.732028139809E-4
642795.25,-4.732028139809E-4
642795.5,-4.732028139809E-4
642795.75,-4.732028139809E-4
642796,-4.732028139809E-4
642796.25,-4.732028139809E-4
642796.5,-4.732028139809E-4
642796.75,-4.732028139809E-4
642797,-4.732028139809E-4
642797.25,-4.732028139809E-4
642797.5,-4.732028139809E-4
642797.75,-4.732028139809E-4
642798,-4.732028139809E-4
642798.25,-4.732028139809E-4
642798.5,-4.732028139809E-4
642798.75,-4.732028139809E-4
642799,-4.732028139809E-4
642799.25,-4.732028139809E-4
642799.5,-4.732028139809E-4
642799.75,-4.732028139809E-4
642800,-4.732028139809E-4
642800.25,-4.732028139809E-4
642800.5,-4.732028139809E-4
642800.75,-4.732028139809E-4
642801,-4.732028139809E-4
642801.25,-4.732028139809E-4
642801.5,-4.732028139809E-4
642801.75,-4.732028139809E-4
642802,-4.732028139809E-4
642802.25,-4.732028139809E-4
642802.5,-4.732028139809E-4
642802.75,-4.732028139809E-4
642803,-4.732028139809E-4
642803.25,-4.732028139809E-4
642803.5,-4.732028139809E-4
642803.75,-4.732028139809E-4
642804,-4.732028139809E-4
642804.25,-4.732028139809E-4
642804.5,-4.732028139809E-4
642804.75,-4.732028139809E-4
642805,-4.732028139809E-4
642805.25,-4.732028139809E-4
642805.5,-4.732028139809E-4
642805.75,-4.732028139809E-4
642806,-4.732028139809E-4
642806.25,-4.732028139809E-4
642806.5,-4.732028139809E-4
642806.75,-4.732028139809E-4
642807,-4.732028139809E-4
642807.25,-4.732028139809E-4
642807.5,-4.732028139809E-4
642807.75,-4.732028139809E-4
642808,-4.732028139809E-4
642808.25,-4.732028139809E-4
642808.5,-4.732028139809E-4
642808.75,-4.732028139809E-4
642809,-4.732028139809E-4
642809.25,-4.732028139809E-4
642809.5,-4.732028139809E-4
642809.75,-4.732028139809E-4
642810,-4.732028139809E-4
642810.25,-4.732028139809E-4
642810.5,-4.732028139809E-4
642810.75,-4.732028139809E-4
642811,-4.732028139809E-4
642811.25,-4.732028139809E-4
642811.5,-4.732028139809E-4
642811.75,-4.732028139809E-4
642812,-4.732028139809E-4
642812.25,-4.732028139809E-4
642812.5,-4.732028139809E-4
642812.75,-4.732028139809E-4
642813,-4.732028139809E-4
642813.25,-4.732028139809E-4
642813.5,-4.732028139809E-4
642813.75,-4.732028139809E-4
642814,-4.732028139809E-4
642814.25,-4.732028139809E-4
642814.5,-4.732028139809E-4
642814.75,-4.732028139809E-4
642815,-4.732028139809E-4
642815.25,-4.732028139809E-4
642815.5,-4.732028139809E-4
642815.75,-4.732028139809E-4
642816,-4.732028139809E-4
642816.25,-4.732028139809E-4
642816.5,-4.732028139809E-4
642816.75,-4.732028139809E-4
642817,-4.732028139809E-4
642817.25,-4.732028139809E-4
642817.5,-4.732028139809E-4
642817.75,-4.732028139809E-4
642818,-4.732028139809E-4
642818.25,-4.732028139809E-4
642818.5,-4.732028139809E-4
642818.75,-4.732028139809E-4
642819,-4.732028139809E-4
642819.25,-4.732028139809E-4
642819.5,-4.732028139809E-4
642819.75,-4.732028139809E-4
642820,-4.732028139809E-4
642820.25,-4.732028139809E-4
642820.5,-4.732028139809E-4
642820.75,-4.732028139809E-4
642821,-4.732028139809E-4
642821.25,-4.732028139809E-4
642821.5,-4.732028139809E-4
642821.75,-4.732028139809E-4
642822,-4.732028139809E-4
642822.25,-4.732028139809E-4
642822.5,-4.732028139809E-4
642822.75,-4.732028139809E-4
642823,-4.732028139809E-4
642823.25,-4.732028139809E-4
642823.5,-4.732028139809E-4
642823.75,-4.732028139809E-4
642824,-4.732028139809E-4
642824.25,-4.732028139809E-4
642824.5,-4.732028139809E-4
642824.75,-4.732028139809E-4
642825,-4.732028139809E-4
642825.25,-4.732028139809E-4
642825.5,-4.732028139809E-4
642825.75,-4.732028139809E-4
642826,-4.732028139809E-4
642826.25,-4.732028139809E-4
642826.5,-4.732028139809E-4
642826.75,-4.732028139809E-4
642827,-4.732028139809E-4
642827.25,-4.732028139809E-4
642827.5,-4.732028139809E-4
642827.75,-4.732028139809E-4
642828,-4.732028139809E-4
642828.25,-4.732028139809E-4
642828.5,-4.732028139809E-4
642828.75,-4.732028139809E-4
642829,-4.732028139809E-4
642829.25,-4.732028139809E-4
642829.5,-4.732028139809E-4
642829.75,-4.732028139809E-4
642830,-4.732028139809E-4
642830.25,-4.732028139809E-4
642830.5,-4.732028139809E-4
642830.75,-4.732028139809E-4
642831,-4.732028139809E-4
642831.25,-4.732028139809E-4
642831.5,-4.732028139809E-4
642831.75,-4.732028139809E-4
642832,-4.732028139809E-4
642832.25,-4.732028139809E-4
642832.5,-4.732028139809E-4
642832.75,-4.732028139809E-4
642833,-4.732028139809E-4
642833.25,-4.732028139809E-4
642833.5,-4.732028139809E-4
642833.75,-4.732028139809E-4
642834,-4.732028139809E-4
642834.25,-4.732028139809E-4
642834.5,-4.732028139809E-4
642834.75,-4.732028139809E-4
642835,-4.732028139809E-4
642835.25,-4.732028139809E-4
642835.5,-4.732028139809E-4
642835.75,-4.732028139809E-4
642836,-4.732028139809E-4
642836.25,-4.732028139809E-4
642836.5,-4.732028139809E-4
642836.75,-4.732028139809E-4
642837,-4.732028139809E-4
642837.25,-4.732028139809E-4
642837.5,-4.732028139809E-4
642837.75,-4.732028139809E-4
642838,-4.732028139809E-4
642838.25,-4.732028139809E-4
642838.5,-4.732028139809E-4
642838.75,-4.732028139809E-4
642839,-4.732028139809E-4
642839.25,-4.732028139809E-4
642839.5,-4.732028139809E-4
642839.75,-4.732028139809E-4
642840,-4.732028139809E-4
642840.25,-4.732028139809E-4
642840.5,-4.732028139809E-4
642840.75,-4.732028139809E-4
642841,-4.732028139809E-4
642841.25,-4.732028139809E-4
642841.5,-4.732028139809E-4
642841.75,-4.732028139809E-4
642842,-4.732028139809E-4
642842.25,-4.732028139809E-4
642842.5,-4.732028139809E-4
642842.75,-4.732028139809E-4
642843,-4.732028139809E-4
642843.25,-4.732028139809E-4
642843.5,-4.732028139809E-4
642843.75,-4.732028139809E-4
642844,-4.732028139809E-4
642844.25,-4.732028139809E-4
642844.5,-4.732028139809E-4
642844.75,-4.732028139809E-4
642845,-4.732028139809E-4
642845.25,-4.732028139809E-4
642845.5,-4.732028139809E-4
642845.75,-4.732028139809E-4
642846,-4.732028139809E-4
642846.25,-4.732028139809E-4
642846.5,-4.732028139809E-4
642846.75,-4.732028139809E-4
642847,-4.732028139809E-4
642847.25,-4.732028139809E-4
642847.5,-4.732028139809E-4
642847.75,-4.732028139809E-4
642848,-4.732028139809E-4
642848.25,-4.732028139809E-4
642848.5,-4.732028139809E-4
642848.75,-4.732028139809E-4
642849,-4.732028139809E-4
642849.25,-4.732028139809E-4
642849.5,-4.732028139809E-4
642849.75,-4.732028139809E-4
642850,-4.732028139809E-4
642850.25,-4.732028139809E-4
642850.5,-4.732028139809E-4
642850.75,-4.732028139809E-4
642851,-4.732028139809E-4
642851.25,-4.732028139809E-4
642851.5,-4.732028139809E-4
642851.75,-4.732028139809E-4
642852,-4.732028139809E-4
642852.25,-4.732028139809E-4
642852.5,-4.732028139809E-4
642852.75,-4.732028139809E-4
642853,-4.732028139809E-4
642853.25,-4.732028139809E-4
642853.5,-4.732028139809E-4
642853.75,-4.732028139809E-4
642854,-4.732028139809E-4
642854.25,-4.732028139809E-4
642854.5,-4.732028139809E-4
642854.75,-4.732028139809E-4
642855,-4.732028139809E-4
642855.25,-4.732028139809E-4
642855.5,-4.732028139809E-4
642855.75,-4.732028139809E-4
642856,-4.732028139809E-4
642856.25,-4.732028139809E-4
642856.5,-4.732028139809E-4
642856.75,-4.732028139809E-4
642857,-4.732028139809E-4
642857.25,-4.732028139809E-4
642857.5,-4.732028139809E-4
642857.75,-4.732028139809E-4
642858,-4.732028139809E-4
642858.25,-4.732028139809E-4
642858.5,-4.732028139809E-4
642858.75,-4.732028139809E-4
642859,-4.732028139809E-4
642859.25,-4.732028139809E-4
642859.5,-4.732028139809E-4
642859.75,-4.732028139809E-4
642860,-4.732028139809E-4
642860.25,-4.732028139809E-4
642860.5,-4.732028139809E-4
642860.75,-4.732028139809E-4
642861,-4.732028139809E-4
642861.25,-4.732028139809E-4
642861.5,-4.732028139809E-4
642861.75,-4.732028139809E-4
642862,-4.732028139809E-4
642862.25,-4.732028139809E-4
642862.5,-4.732028139809E-4
642862.75,-4.732028139809E-4
642863,-4.732028139809E-4
642863.25,-4.732028139809E-4
642863.5,-4.732028139809E-4
642863.75,-4.732028139809E-4
642864,-4.732028139809E-4
642864.25,-4.732028139809E-4
642864.5,-4.732028139809E-4
642864.75,-4.732028139809E-4
642865,-4.732028139809E-4
642865.25,-4.732028139809E-4
642865.5,-4.732028139809E-4
642865.75,-4.732028139809E-4
642866,-4.732028139809E-4
642866.25,-4.732028139809E-4
642866.5,-4.732028139809E-4
642866.75,-4.732028139809E-4
642867,-4.732028139809E-4
642867.25,-4.732028139809E-4
642867.5,-4.732028139809E-4
642867.75,-4.732028139809E-4
642868,-4.732028139809E-4
642868.25,-4.732028139809E-4
642868.5,-4.732028139809E-4
642868.75,-4.732028139809E-4
642869,-4.732028139809E-4
642869.25,-4.732028139809E-4
642869.5,-4.732028139809E-4
642869.75,-4.732028139809E-4
642870,-4.732028139809E-4
642870.25,-4.732028139809E-4
642870.5,-4.732028139809E-4
642870.75,-4.732028139809E-4
642871,-4.732028139809E-4
642871.25,-4.732028139809E-4
642871.5,-4.732028139809E-4
642871.75,-4.732028139809E-4
642872,-4.732028139809E-4
642872.25,-4.732028139809E-4
642872.5,-4.732028139809E-4
642872.75,-4.732028139809E-4
642873,-4.732028139809E-4
642873.25,-4.732028139809E-4
642873.5,-4.732028139809E-4
642873.75,-4.732028139809E-4
642874,-4.732028139809E-4
642874.25,-4.732028139809E-4
642874.5,-4.732028139809E-4
642874.75,-4.732028139809E-4
642875,-4.732028139809E-4
642875.25,-4.732028139809E-4
642875.5,-4.732028139809E-4
642875.75,-4.732028139809E-4
642876,-4.732028139809E-4
642876.25,-4.732028139809E-4
642876.5,-4.732028139809E-4
642876.75,-4.732028139809E-4
642877,-4.732028139809E-4
642877.25,-4.732028139809E-4
642877.5,-4.732028139809E-4
642877.75,-4.732028139809E-4
642878,-4.732028139809E-4
642878.25,-4.732028139809E-4
642878.5,-4.732028139809E-4
642878.75,-4.732028139809E-4
642879,-4.732028139809E-4
642879.25,-4.732028139809E-4
642879.5,-4.732028139809E-4
642879.75,-4.732028139809E-4
642880,-4.732028139809E-4
642880.25,-4.732028139809E-4
642880.5,-4.732028139809E-4
642880.75,-4.732028139809E-4
642881,-4.732028139809E-4
642881.25,-4.732028139809E-4
642881.5,-4.732028139809E-4
642881.75,-4.732028139809E-4
642882,-4.732028139809E-4
642882.25,-4.732028139809E-4
642882.5,-4.732028139809E-4
642882.75,-4.732028139809E-4
642883,-4.732028139809E-4
642883.25,-4.732028139809E-4
642883.5,-4.732028139809E-4
642883.75,-4.732028139809E-4
642884,-4.732028139809E-4
642884.25,-4.732028139809E-4
642884.5,-4.732028139809E-4
642884.75,-4.732028139809E-4
642885,-4.732028139809E-4
642885.25,-4.732028139809E-4
642885.5,-4.732028139809E-4
642885.75,-4.732028139809E-4
642886,-4.732028139809E-4
642886.25,-4.732028139809E-4
642886.5,-4.732028139809E-4
642886.75,-4.732028139809E-4
642887,-4.732028139809E-4
642887.25,-4.732028139809E-4
642887.5,-4.732028139809E-4
642887.75,-4.732028139809E-4
642888,-4.732028139809E-4
642888.25,-4.732028139809E-4
642888.5,-4.732028139809E-4
642888.75,-4.732028139809E-4
642889,-4.732028139809E-4
642889.25,-4.732028139809E-4
642889.5,-4.732028139809E-4
642889.75,-4.732028139809E-4
642890,-4.732028139809E-4
642890.25,-4.732028139809E-4
642890.5,-4.732028139809E-4
642890.75,-4.732028139809E-4
642891,-4.732028139809E-4
642891.25,-4.732028139809E-4
642891.5,-4.732028139809E-4
642891.75,-4.732028139809E-4
642892,-4.732028139809E-4
642892.25,-4.732028139809E-4
642892.5,-4.732028139809E-4
642892.75,-4.732028139809E-4
642893,-4.732028139809E-4
642893.25,-4.732028139809E-4
642893.5,-4.732028139809E-4
642893.75,-4.732028139809E-4
642894,-4.732028139809E-4
642894.25,-4.732028139809E-4
642894.5,-4.732028139809E-4
642894.75,-4.732028139809E-4
642895,-4.732028139809E-4
642895.25,-4.732028139809E-4
642895.5,-4.732028139809E-4
642895.75,-4.732028139809E-4
642896,-4.732028139809E-4
642896.25,-4.732028139809E-4
642896.5,-4.732028139809E-4
642896.75,-4.732028139809E-4
642897,-4.732028139809E-4
642897.25,-4.732028139809E-4
642897.5,-4.732028139809E-4
642897.75,-4.732028139809E-4
642898,-4.732028139809E-4
642898.25,-4.732028139809E-4
642898.5,-4.732028139809E-4
642898.75,-4.732028139809E-4
642899,-4.732028139809E-4
642899.25,-4.732028139809E-4
642899.5,-4.732028139809E-4
642899.75,-4.732028139809E-4
642900,-4.732028139809E-4
642900.25,-4.732028139809E-4
642900.5,-4.732028139809E-4
642900.75,-4.732028139809E-4
642901,-4.732028139809E-4
642901.25,-4.732028139809E-4
642901.5,-4.732028139809E-4
642901.75,-4.732028139809E-4
642902,-4.732028139809E-4
642902.25,-4.732028139809E-4
642902.5,-4.732028139809E-4
642902.75,-4.732028139809E-4
642903,-4.732028139809E-4
642903.25,-4.732028139809E-4
642903.5,-4.732028139809E-4
642903.75,-4.732028139809E-4
642904,-4.732028139809E-4
642904.25,-4.732028139809E-4
642904.5,-4.732028139809E-4
642904.75,-4.732028139809E-4
642905,-4.732028139809E-4
642905.25,-4.732028139809E-4
642905.5,-4.732028139809E-4
642905.75,-4.732028139809E-4
642906,-4.732028139809E-4
642906.25,-4.732028139809E-4
642906.5,-4.732028139809E-4
642906.75,-4.732028139809E-4
642907,-4.732028139809E-4
642907.25,-4.732028139809E-4
642907.5,-4.732028139809E-4
642907.75,-4.732028139809E-4
642908,-4.732028139809E-4
642908.25,-4.732028139809E-4
642908.5,-4.732028139809E-4
642908.75,-4.732028139809E-4
642909,-4.732028139809E-4
642909.25,-4.732028139809E-4
642909.5,-4.732028139809E-4
642909.75,-4.732028139809E-4
642910,-4.732028139809E-4
642910.25,-4.732028139809E-4
642910.5,-4.732028139809E-4
642910.75,-4.732028139809E-4
642911,-4.732028139809E-4
642911.25,-4.732028139809E-4
642911.5,-4.732028139809E-4
642911.75,-4.732028139809E-4
642912,-4.732028139809E-4
642912.25,-4.732028139809E-4
642912.5,-4.732028139809E-4
642912.75,-4.732028139809E-4
642913,-4.732028139809E-4
642913.25,-4.732028139809E-4
642913.5,-4.732028139809E-4
642913.75,-4.732028139809E-4
642914,-4.732028139809E-4
642914.25,-4.732028139809E-4
642914.5,-4.732028139809E-4
642914.75,-4.732028139809E-4
642915,-4.732028139809E-4
642915.25,-4.732028139809E-4
642915.5,-4.732028139809E-4
642915.75,-4.732028139809E-4
642916,-4.732028139809E-4
642916.25,-4.732028139809E-4
642916.5,-4.732028139809E-4
642916.75,-4.732028139809E-4
642917,-4.732028139809E-4
642917.25,-4.732028139809E-4
642917.5,-4.732028139809E-4
642917.75,-4.732028139809E-4
642918,-4.732028139809E-4
642918.25,-4.732028139809E-4
642918.5,-4.732028139809E-4
642918.75,-4.732028139809E-4
642919,-4.732028139809E-4
642919.25,-4.732028139809E-4
642919.5,-4.732028139809E-4
642919.75,-4.732028139809E-4
642920,-4.732028139809E-4
642920.25,-4.732028139809E-4
642920.5,-4.732028139809E-4
642920.75,-4.732028139809E-4
642921,-4.732028139809E-4
642921.25,-4.732028139809E-4
642921.5,-4.732028139809E-4
642921.75,-4.732028139809E-4
642922,-4.732028139809E-4
642922.25,-4.732028139809E-4
642922.5,-4.732028139809E-4
642922.75,-4.732028139809E-4
642923,-4.732028139809E-4
642923.25,-4.732028139809E-4
642923.5,-4.732028139809E-4
642923.75,-4.732028139809E-4
642924,-4.732028139809E-4
642924.25,-4.732028139809E-4
642924.5,-4.732028139809E-4
642924.75,-4.732028139809E-4
642925,-4.732028139809E-4
642925.25,-4.732028139809E-4
642925.5,-4.732028139809E-4
642925.75,-4.732028139809E-4
642926,-4.732028139809E-4
642926.25,-4.732028139809E-4
642926.5,-4.732028139809E-4
642926.75,-4.732028139809E-4
642927,-4.732028139809E-4
642927.25,-4.732028139809E-4
642927.5,-4.732028139809E-4
642927.75,-4.732028139809E-4
642928,-4.732028139809E-4
642928.25,-4.732028139809E-4
642928.5,-4.732028139809E-4
642928.75,-4.732028139809E-4
642929,-4.732028139809E-4
642929.25,-4.732028139809E-4
642929.5,-4.732028139809E-4
642929.75,-4.732028139809E-4
642930,-4.732028139809E-4
642930.25,-4.732028139809E-4
642930.5,-4.732028139809E-4
642930.75,-4.732028139809E-4
642931,-4.732028139809E-4
642931.25,-4.732028139809E-4
642931.5,-4.732028139809E-4
642931.75,-4.732028139809E-4
642932,-4.732028139809E-4
642932.25,-4.732028139809E-4
642932.5,-4.732028139809E-4
642932.75,-4.732028139809E-4
642933,-4.732028139809E-4
642933.25,-4.732028139809E-4
642933.5,-4.732028139809E-4
642933.75,-4.732028139809E-4
642934,-4.732028139809E-4
642934.25,-4.732028139809E-4
642934.5,-4.732028139809E-4
642934.75,-4.732028139809E-4
642935,-4.732028139809E-4
642935.25,-4.732028139809E-4
642935.5,-4.732028139809E-4
642935.75,-4.732028139809E-4
642936,-4.732028139809E-4
642936.25,-4.732028139809E-4
642936.5,-4.732028139809E-4
642936.75,-4.732028139809E-4
642937,-4.732028139809E-4
642937.25,-4.732028139809E-4
642937.5,-4.732028139809E-4
642937.75,-4.732028139809E-4
642938,-4.732028139809E-4
642938.25,-4.732028139809E-4
642938.5,-4.732028139809E-4
642938.75,-4.732028139809E-4
642939,-4.732028139809E-4
642939.25,-4.732028139809E-4
642939.5,-4.732028139809E-4
642939.75,-4.732028139809E-4
642940,-4.732028139809E-4
642940.25,-4.732028139809E-4
642940.5,-4.732028139809E-4
642940.75,-4.732028139809E-4
642941,-4.732028139809E-4
642941.25,-4.732028139809E-4
642941.5,-4.732028139809E-4
642941.75,-4.732028139809E-4
642942,-4.732028139809E-4
642942.25,-4.732028139809E-4
642942.5,-4.732028139809E-4
642942.75,-4.732028139809E-4
642943,-4.732028139809E-4
642943.25,-4.732028139809E-4
642943.5,-4.732028139809E-4
642943.75,-4.732028139809E-4
642944,-4.732028139809E-4
642944.25,-4.732028139809E-4
642944.5,-4.732028139809E-4
642944.75,-4.732028139809E-4
642945,-4.732028139809E-4
642945.25,-4.732028139809E-4
642945.5,-4.732028139809E-4
642945.75,-4.732028139809E-4
642946,-4.732028139809E-4
642946.25,-4.732028139809E-4
642946.5,-4.732028139809E-4
642946.75,-4.732028139809E-4
642947,-4.732028139809E-4
642947.25,-4.732028139809E-4
642947.5,-4.732028139809E-4
642947.75,-4.732028139809E-4
642948,-4.732028139809E-4
642948.25,-4.732028139809E-4
642948.5,-4.732028139809E-4
642948.75,-4.732028139809E-4
642949,-4.732028139809E-4
642949.25,-4.732028139809E-4
642949.5,-4.732028139809E-4
642949.75,-4.732028139809E-4
642950,-4.732028139809E-4
642950.25,-4.732028139809E-4
642950.5,-4.732028139809E-4
642950.75,-4.732028139809E-4
642951,-4.732028139809E-4
642951.25,-4.732028139809E-4
642951.5,-4.732028139809E-4
642951.75,-4.732028139809E-4
642952,-4.732028139809E-4
642952.25,-4.732028139809E-4
642952.5,-4.732028139809E-4
642952.75,-4.732028139809E-4
642953,-4.732028139809E-4
642953.25,-4.732028139809E-4
642953.5,-4.732028139809E-4
642953.75,-4.732028139809E-4
642954,-4.732028139809E-4
642954.25,-4.732028139809E-4
642954.5,-4.732028139809E-4
642954.75,-4.732028139809E-4
642955,-4.732028139809E-4
642955.25,-4.732028139809E-4
642955.5,-4.732028139809E-4
642955.75,-4.732028139809E-4
642956,-4.732028139809E-4
642956.25,-4.732028139809E-4
642956.5,-4.732028139809E-4
