0.007563167,0.014625625,-0.00562149
0.007386224,0.014787639,-0.00589047
0.007193223,0.014975935,-0.006162141
0.006983323,0.01518954,-0.006435242
0.006756705,0.015428525,-0.006710029
0.006512688,0.015691463,-0.006985403
0.006251425,0.015978517,-0.007261569
0.005972405,0.016287858,-0.00753748
0.005668529,0.016620301,-0.007812804
0.005334107,0.016961951,-0.008085762
0.004992103,0.017302567,-0.008356079
0.004625326,0.017639499,-0.008617759
0.004251014,0.017978277,-0.008875297
0.003852075,0.018322773,-0.009119307
0.003445786,0.018672423,-0.009358964
0.003015476,0.019038603,-0.009584401
0.00258228,0.019409858,-0.009807947
0.00213282,0.019809006,-0.010020844
0.001671322,0.020229895,-0.010227085
0.00119319,0.02068525,-0.010429344
0.000694488,0.02117726,-0.010626215
0.000171407,0.021704003,-0.010819987
-0.000357558,0.022227529,-0.01101239
-0.000905751,0.022740249,-0.011200308
-0.001459939,0.023247331,-0.011383171
-0.002033719,0.023735715,-0.011549518
-0.002613508,0.024218105,-0.011708183
-0.003212936,0.024680655,-0.011841748
-0.003814791,0.025143433,-0.011971572
-0.004430316,0.025606968,-0.012080337
-0.005055855,0.026070744,-0.012174662
-0.005694789,0.026533371,-0.012253898
-0.006349611,0.02698656,-0.012313435
-0.007021491,0.027410766,-0.012351422
-0.00769627,0.027811967,-0.012383796
-0.008380529,0.028137848,-0.012397827
-0.009067064,0.028438155,-0.01240317
-0.009761048,0.02865479,-0.012380128
-0.010456643,0.02884593,-0.012346527
-0.01115751,0.028953683,-0.012278426
-0.011859068,0.029037124,-0.012199672
-0.012562891,0.02904107,-0.012086113
-0.013266295,0.029022088,-0.011962879
-0.013968345,0.028928153,-0.011808039
-0.014668832,0.028812146,-0.011644621
-0.015364232,0.028624026,-0.011453183
-0.016057009,0.028413804,-0.011253787
-0.016741239,0.028131424,-0.01102839
-0.017421892,0.027826147,-0.010795061
-0.018090889,0.027446166,-0.01053581
-0.018755423,0.027042231,-0.010268239
-0.019405399,0.026560193,-0.009973476
-0.020050028,0.026053188,-0.009669834
-0.020677218,0.025464825,-0.009337179
-0.021298124,0.02485059,-0.008995099
-0.021898532,0.0241521,-0.008622221
-0.022491481,0.023425728,-0.008239819
-0.023068096,0.022463316,-0.007809427
-0.023637142,0.021453064,-0.00736719
-0.024178056,0.020349529,-0.006893522
-0.024710393,0.01922038,-0.006411171
-0.025214758,0.018007981,-0.005900444
-0.025699966,0.016741849,-0.005373376
-0.026160244,0.015405819,-0.004825032
-0.026591934,0.01400094,-0.004254465
-0.027007146,0.012556282,-0.003671102
-0.027379228,0.011025391,-0.003058183
-0.027742738,0.009477168,-0.002439412
-0.028057454,0.007846496,-0.001792345
-0.028362473,0.006199222,-0.001139677
-0.028615568,0.004487201,-0.000461191
-0.028858341,0.002762068,0.000222405
-0.029075157,0.001005923,0.000917951
-0.029266693,-0.000780452,0.001625136
-0.029426089,-0.002602946,0.002344271
-0.029553609,-0.004461322,0.003075307
-0.029648704,-0.006352807,0.003816831
-0.029711418,-0.008277458,0.004568874
-0.029738722,-0.010224361,0.005330158
-0.029730698,-0.012193823,0.006100719
-0.029686932,-0.014183101,0.006879747
-0.029606927,-0.016189743,0.007666658
-0.029490042,-0.018204549,0.008461725
-0.029335665,-0.020220948,0.009264834
-0.029143956,-0.022233296,0.01007715
-0.02891475,-0.024235316,0.01089933
-0.028648442,-0.026223432,0.011731651
-0.028345222,-0.028192945,0.012574592
-0.028005514,-0.03013584,0.013424656
-0.027629282,-0.03205305,0.014281864
-0.027216589,-0.033936229,0.015140085
-0.026767429,-0.035785627,0.015999489
-0.026281895,-0.037589803,0.016851909
-0.02575998,-0.03934909,0.01769758
-0.025202503,-0.041053176,0.018530756
-0.024609441,-0.042702373,0.019351615
-0.023942932,-0.044170201,0.020141697
-0.023265922,-0.045608729,0.020926969
-0.022544248,-0.046900749,0.021688672
-0.021813665,-0.048164159,0.022445677
-0.021043232,-0.049307179,0.02317599
-0.020264842,-0.050426774,0.023900984
-0.019451486,-0.051456124,0.024597587
-0.018631138,-0.052468028,0.025288532
-0.017795188,-0.053457543,0.025964733
-0.01694404,-0.054425266,0.026626576
-0.016077342,-0.055377908,0.027272081
-0.015195153,-0.056315377,0.027901351
-0.014285512,-0.057195738,0.028493602
-0.013372114,-0.058067091,0.029080296
-0.012448002,-0.05885677,0.029635418
-0.011521704,-0.059630692,0.030184248
-0.010590776,-0.060321383,0.030694107
-0.009658867,-0.060996011,0.031196205
-0.008728659,-0.061592191,0.031653423
-0.007798726,-0.062173255,0.032101706
-0.006877335,-0.062678345,0.032501869
-0.005957577,-0.063168809,0.032892458
-0.005053634,-0.063581742,0.033234145
-0.004152765,-0.06397973,0.033566102
-0.003275184,-0.064296648,0.033850126
-0.002402158,-0.06459792,0.034124609
-0.001559882,-0.064815268,0.034353174
-0.00072364,-0.065016389,0.034572598
