WS_hy_output_278,-1.74E-07,9.67E-08,1.47E-07,-1.15E-07
WS_hy_output_279,-1.75E-07,9.68E-08,1.47E-07,-1.15E-07
WS_hy_output_280,-1.76E-07,9.68E-08,1.48E-07,-1.15E-07
WS_hy_output_281,-1.77E-07,9.69E-08,1.49E-07,-1.15E-07
WS_hy_output_282,-1.77E-07,9.69E-08,1.49E-07,-1.16E-07
WS_hy_output_283,-1.78E-07,9.70E-08,1.50E-07,-1.16E-07
WS_hy_output_284,-1.79E-07,9.70E-08,1.50E-07,-1.16E-07
WS_hy_output_285,-1.80E-07,9.71E-08,1.51E-07,-1.16E-07
WS_hy_output_286,-1.80E-07,9.71E-08,1.51E-07,-1.16E-07
WS_hy_output_287,-1.81E-07,9.72E-08,1.52E-07,-1.16E-07
WS_hy_output_288,-1.82E-07,9.72E-08,1.53E-07,-1.16E-07
WS_hy_output_289,-1.83E-07,9.72E-08,1.53E-07,-1.17E-07
WS_hy_output_290,-1.83E-07,9.73E-08,1.54E-07,-1.17E-07
WS_hy_output_291,-1.84E-07,9.73E-08,1.54E-07,-1.17E-07
WS_hy_output_292,-1.85E-07,9.73E-08,1.55E-07,-1.17E-07
WS_hy_output_293,-1.86E-07,9.74E-08,1.56E-07,-1.17E-07
WS_hy_output_294,-1.86E-07,9.74E-08,1.56E-07,-1.17E-07
WS_hy_output_295,-1.87E-07,9.74E-08,1.57E-07,-1.17E-07
WS_hy_output_296,-1.88E-07,9.74E-08,1.57E-07,-1.18E-07
WS_hy_output_297,-1.89E-07,9.74E-08,1.58E-07,-1.18E-07
WS_hy_output_298,-1.89E-07,9.75E-08,1.59E-07,-1.18E-07
WS_hy_output_299,-1.90E-07,9.75E-08,1.59E-07,-1.18E-07
WS_hy_output_300,-1.91E-07,9.75E-08,1.60E-07,-1.18E-07
WS_hy_output_301,-1.92E-07,9.75E-08,1.60E-07,-1.18E-07
WS_hy_output_302,-1.93E-07,9.75E-08,1.61E-07,-1.18E-07
WS_hy_output_303,-1.93E-07,9.75E-08,1.62E-07,-1.18E-07
WS_hy_output_304,-1.94E-07,9.75E-08,1.62E-07,-1.18E-07
WS_hy_output_305,-1.95E-07,9.75E-08,1.63E-07,-1.19E-07
WS_hy_output_306,-1.96E-07,9.75E-08,1.63E-07,-1.19E-07
WS_hy_output_307,-1.97E-07,9.75E-08,1.64E-07,-1.19E-07
WS_hy_output_308,-1.97E-07,9.75E-08,1.65E-07,-1.19E-07
WS_hy_output_309,-1.98E-07,9.75E-08,1.65E-07,-1.19E-07
WS_hy_output_310,-1.99E-07,9.75E-08,1.66E-07,-1.19E-07
WS_hy_output_311,-2.00E-07,9.74E-08,1.66E-07,-1.19E-07
WS_hy_output_312,-2.01E-07,9.74E-08,1.67E-07,-1.19E-07
WS_hy_output_313,-2.01E-07,9.74E-08,1.68E-07,-1.19E-07
WS_hy_output_314,-2.02E-07,9.74E-08,1.68E-07,-1.19E-07
WS_hy_output_315,-2.03E-07,9.74E-08,1.69E-07,-1.19E-07
WS_hy_output_316,-2.04E-07,9.73E-08,1.69E-07,-1.20E-07
WS_hy_output_317,-2.05E-07,9.73E-08,1.70E-07,-1.20E-07
WS_hy_output_318,-2.05E-07,9.73E-08,1.71E-07,-1.20E-07
WS_hy_output_319,-2.06E-07,9.72E-08,1.71E-07,-1.20E-07
WS_hy_output_320,-2.07E-07,9.72E-08,1.72E-07,-1.20E-07
WS_hy_output_321,-2.08E-07,9.72E-08,1.73E-07,-1.20E-07
WS_hy_output_322,-2.09E-07,9.71E-08,1.73E-07,-1.20E-07
WS_hy_output_323,-2.10E-07,9.71E-08,1.74E-07,-1.20E-07
WS_hy_output_324,-2.10E-07,9.70E-08,1.74E-07,-1.20E-07
WS_hy_output_325,-2.11E-07,9.70E-08,1.75E-07,-1.20E-07
WS_hy_output_326,-2.12E-07,9.70E-08,1.76E-07,-1.20E-07
WS_hy_output_327,-2.13E-07,9.69E-08,1.76E-07,-1.20E-07
WS_hy_output_328,-2.14E-07,9.68E-08,1.77E-07,-1.20E-07
WS_hy_output_329,-2.15E-07,9.68E-08,1.78E-07,-1.20E-07
WS_hy_output_330,-2.15E-07,9.67E-08,1.78E-07,-1.20E-07
WS_hy_output_331,-2.16E-07,9.67E-08,1.79E-07,-1.21E-07
WS_hy_output_332,-2.17E-07,9.66E-08,1.79E-07,-1.21E-07
WS_hy_output_333,-2.18E-07,9.65E-08,1.80E-07,-1.21E-07
WS_hy_output_334,-2.19E-07,9.65E-08,1.81E-07,-1.21E-07
WS_hy_output_335,-2.20E-07,9.64E-08,1.81E-07,-1.21E-07
WS_hy_output_336,-2.21E-07,9.63E-08,1.82E-07,-1.21E-07
WS_hy_output_337,-2.21E-07,9.63E-08,1.83E-07,-1.21E-07
WS_hy_output_338,-2.22E-07,9.62E-08,1.83E-07,-1.21E-07
WS_hy_output_339,-2.23E-07,9.61E-08,1.84E-07,-1.21E-07
WS_hy_output_340,-2.24E-07,9.60E-08,1.85E-07,-1.21E-07
WS_hy_output_341,-2.25E-07,9.59E-08,1.85E-07,-1.21E-07
WS_hy_output_342,-2.26E-07,9.58E-08,1.86E-07,-1.21E-07
WS_hy_output_343,-2.27E-07,9.58E-08,1.86E-07,-1.21E-07
WS_hy_output_344,-2.27E-07,9.57E-08,1.87E-07,-1.21E-07
WS_hy_output_345,-2.28E-07,9.56E-08,1.88E-07,-1.21E-07
WS_hy_output_346,-2.29E-07,9.55E-08,1.88E-07,-1.21E-07
WS_hy_output_347,-2.30E-07,9.54E-08,1.89E-07,-1.21E-07
WS_hy_output_348,-2.31E-07,9.53E-08,1.90E-07,-1.21E-07
WS_hy_output_349,-2.32E-07,9.52E-08,1.90E-07,-1.21E-07
WS_hy_output_350,-2.33E-07,9.50E-08,1.91E-07,-1.21E-07
