WS_output_29,0.014,4.260130405,-2004.995361,112642.6797,-4.096077919,1994.601807,112245.7266,-4.343227863,-2242.123779,127177.9844,4.173775196,2251.737793,127580.2656,-4.149439335,-2241.686035,127174.9063,3.982257843,2251.823486,127562.1563,4.256783009,-2004.579834,112646.1172,-4.096391201,1995.203369,112253.4063
WS_output_30,0.0145,4.331270218,-2004.991455,112642.7031,-4.173445225,1994.605957,112245.7109,-4.407430649,-2242.12085,127177.9844,4.246254921,2251.740967,127580.2734,-4.219609737,-2241.693604,127174.8828,4.060228348,2251.815918,127562.1719,4.319458961,-2004.584106,112646.1172,-4.164910793,1995.199097,112253.3906
WS_output_31,0.015,4.393290997,-2004.9823,112642.7344,-4.242938042,1994.615112,112245.6875,-4.461992741,-2242.118408,127177.9766,4.309965611,2251.743164,127580.2891,-4.280786991,-2241.706055,127174.8516,4.130280495,2251.803711,127562.1953,4.372615337,-2004.587891,112646.1172,-4.225045681,1995.195313,112253.3828
WS_output_32,0.0155,4.446501255,-2004.968384,112642.7734,-4.304784775,1994.629028,112245.6563,-4.507211685,-2242.116211,127177.9688,4.365183353,2251.745361,127580.2969,-4.33327198,-2241.7229,127174.8203,4.192662716,2251.787109,127562.2344,4.416538715,-2004.591797,112646.125,-4.277021885,1995.19165,112253.375
WS_output_33,0.016000001,4.491401196,-2004.950195,112642.8125,-4.359509468,1994.647095,112245.6172,-4.543646812,-2242.114258,127177.9609,4.412447453,2251.747314,127580.2969,-4.377573967,-2241.743408,127174.7891,4.247815132,2251.766602,127562.2734,4.451780796,-2004.595337,112646.1328,-4.321434021,1995.188232,112253.375
WS_output_34,0.0165,4.52817297,-2004.927979,112642.8516,-4.407288551,1994.669189,112245.5781,-4.571506977,-2242.112305,127177.9609,4.451960564,2251.749268,127580.2969,-4.413878441,-2241.767578,127174.7578,4.29588604,2251.74292,127562.3203,4.478546143,-2004.598877,112646.1406,-4.358494759,1995.185181,112253.3828
WS_output_35,0.017000001,4.557542324,-2004.903687,112642.8828,-4.448779583,1994.693237,112245.5391,-4.591628075,-2242.109375,127177.9609,4.484538555,2251.751953,127580.2891,-4.442914009,-2241.792969,127174.7266,4.337425709,2251.717773,127562.3594,4.497654438,-2004.603027,112646.1406,-4.389036655,1995.181274,112253.3906
WS_output_36,0.0175,4.579883099,-2004.878052,112642.9141,-4.484323502,1994.718628,112245.5078,-4.604445934,-2242.105225,127177.9766,4.510590553,2251.756104,127580.2734,-4.465054035,-2241.818848,127174.7109,4.372735023,2251.691895,127562.3906,4.509537697,-2004.608032,112646.1406,-4.413480759,1995.176514,112253.4063
WS_output_37,0.017999999,4.595993042,-2004.853149,112642.9297,-4.514513493,1994.743408,112245.4844,-4.61093092,-2242.099609,127177.9844,4.53097868,2251.761719,127580.2578,-4.481066704,-2241.843506,127174.6875,4.402402878,2251.666992,127562.4141,4.515188694,-2004.61438,112646.1328,-4.432654858,1995.170166,112253.4297
WS_output_38,0.0185,4.606407642,-2004.829834,112642.9375,-4.539804459,1994.766724,112245.4688,-4.611698627,-2242.092041,127178.0078,4.546265125,2251.769287,127580.2422,-4.491479397,-2241.866211,127174.6797,4.42685461,2251.644043,127562.4219,4.515226841,-2004.622314,112646.1094,-4.447122574,1995.162109,112253.4531
WS_output_39,0.018999999,4.61192131,-2004.808838,112642.9453,-4.560747623,1994.78772,112245.4609,-4.607608318,-2242.083496,127178.0234,4.557135105,2251.77832,127580.2266,-4.497032642,-2241.886719,127174.6641,4.446746826,2251.623047,127562.4297,4.51057148,-2004.631592,112646.0859,-4.457518101,1995.152588,112253.4688
WS_output_40,0.0195,4.61316824,-2004.791016,112642.9531,-4.577845573,1994.805786,112245.4609,-4.599359512,-2242.073486,127178.0469,4.564199924,2251.788574,127580.2188,-4.49834013,-2241.904053,127174.6484,4.462593079,2251.605225,127562.4219,4.501942635,-2004.64209,112646.0625,-4.464436054,1995.141479,112253.4844
WS_output_41,0.02,4.610873699,-2004.775513,112642.9609,-4.591633797,1994.821655,112245.4609,-4.587546349,-2242.063477,127178.0703,4.567880154,2251.798828,127580.2109,-4.496081829,-2241.919434,127174.625,4.475086212,2251.589111,127562.4219,4.489983082,-2004.653076,112646.0313,-4.468242645,1995.130127,112253.4922
WS_output_42,0.020500001,4.605709553,-2004.762573,112642.9766,-4.60262394,1994.834839,112245.4688,-4.572861195,-2242.053955,127178.0859,4.568751335,2251.808838,127580.2109,-4.490903378,-2241.932861,127174.6016,4.484793186,2251.575439,127562.4219,4.475413322,-2004.664063,112646.0078,-4.469481945,1995.11853,112253.4922
WS_output_43,0.021,4.598282814,-2004.750977,112643,-4.611299992,1994.846802,112245.4609,-4.555716038,-2242.045166,127178.0938,4.567111015,2251.817871,127580.2188,-4.483408451,-2241.945313,127174.5781,4.492318153,2251.562744,127562.4219,4.458635807,-2004.674561,112645.9844,-4.468387127,1995.107788,112253.4844
WS_output_44,0.021500001,4.589211464,-2004.740112,112643.0234,-4.618141651,1994.858032,112245.4609,-4.536610603,-2242.038086,127178.1016,4.563343048,2251.824951,127580.2266,-4.474206924,-2241.95752,127174.5547,4.498239994,2251.550537,127562.4297,4.44014883,-2004.683594,112645.9688,-4.465286732,1995.098511,112253.4766
