
    时间      车速      一轮横向位移   二轮横向位移   三轮横向位移   四轮横向位移   一轮垂向位移   二轮垂向位移   三轮垂向位移   四轮垂向位移   一轮侧滚角位移   二轮侧滚角位移   三轮侧滚角位移   四轮侧滚角位移   一轮冲角位移   二轮冲角位移   三轮冲角位移   六轮冲角位移
       m             s               mm             mm             mm             mm             mm             mm             mm             mm              o              o              o              o              o              o              o              o

 0.27738706E+02 0.61641568E+03 0.18518638E-01 0.19818144E-01 0.82264034E-02 0.12021003E-01 0.11736388E+01 0.11736066E+01 0.11737701E+01 0.11737929E+01 -.11254122E-03 -.10514925E-03 -.54525897E-04 -.63225674E-04 0.12560775E-03 0.19491902E-03 0.10985066E-03 0.17759551E-03
 0.27739426E+02 0.61643168E+03 0.18471022E-01 0.19784300E-01 0.81904011E-02 0.11979311E-01 0.11736388E+01 0.11736065E+01 0.11737703E+01 0.11737932E+01 -.11233737E-03 -.10502835E-03 -.54367899E-04 -.63076407E-04 0.12553799E-03 0.19489256E-03 0.10929019E-03 0.17701346E-03
 0.27740146E+02 0.61644768E+03 0.18423441E-01 0.19750378E-01 0.81545765E-02 0.11937691E-01 0.11736389E+01 0.11736065E+01 0.11737705E+01 0.11737933E+01 -.11213349E-03 -.10490703E-03 -.54210725E-04 -.62927467E-04 0.12546507E-03 0.19486258E-03 0.10872827E-03 0.17642961E-03
 0.27740866E+02 0.61646368E+03 0.18375895E-01 0.19716381E-01 0.81189305E-02 0.11896144E-01 0.11736390E+01 0.11736066E+01 0.11737707E+01 0.11737934E+01 -.11192960E-03 -.10478529E-03 -.54054376E-04 -.62778854E-04 0.12538901E-03 0.19482907E-03 0.10816491E-03 0.17584398E-03
 0.27741586E+02 0.61647968E+03 0.18328387E-01 0.19682309E-01 0.80834633E-02 0.11854669E-01 0.11736392E+01 0.11736068E+01 0.11737707E+01 0.11737934E+01 -.11172571E-03 -.10466313E-03 -.53898852E-04 -.62630571E-04 0.12530980E-03 0.19479204E-03 0.10760014E-03 0.17525659E-03
 0.27742306E+02 0.61649568E+03 0.18280916E-01 0.19648162E-01 0.80481749E-02 0.11813267E-01 0.11736394E+01 0.11736070E+01 0.11737707E+01 0.11737934E+01 -.11152180E-03 -.10454057E-03 -.53744157E-04 -.62482620E-04 0.12522746E-03 0.19475151E-03 0.10703396E-03 0.17466745E-03
 0.27743026E+02 0.61651168E+03 0.18233484E-01 0.19613943E-01 0.80130660E-02 0.11771939E-01 0.11736397E+01 0.11736073E+01 0.11737706E+01 0.11737932E+01 -.11131789E-03 -.10441760E-03 -.53590290E-04 -.62335004E-04 0.12514199E-03 0.19470747E-03 0.10646640E-03 0.17407658E-03
 0.27743746E+02 0.61652768E+03 0.18186091E-01 0.19579651E-01 0.79781369E-02 0.11730687E-01 0.11736401E+01 0.11736076E+01 0.11737705E+01 0.11737930E+01 -.11111399E-03 -.10429422E-03 -.53437252E-04 -.62187725E-04 0.12505341E-03 0.19465995E-03 0.10589745E-03 0.17348400E-03
 0.27744466E+02 0.61654368E+03 0.18138739E-01 0.19545287E-01 0.79433875E-02 0.11689509E-01 0.11736405E+01 0.11736079E+01 0.11737703E+01 0.11737928E+01 -.11091009E-03 -.10417045E-03 -.53285047E-04 -.62040786E-04 0.12496172E-03 0.19460894E-03 0.10532715E-03 0.17288971E-03
 0.27745186E+02 0.61655968E+03 0.18091429E-01 0.19510853E-01 0.79088186E-02 0.11648408E-01 0.11736409E+01 0.11736083E+01 0.11737700E+01 0.11737925E+01 -.11070621E-03 -.10404628E-03 -.53133673E-04 -.61894187E-04 0.12486693E-03 0.19455446E-03 0.10475550E-03 0.17229373E-03
 0.27745906E+02 0.61657568E+03 0.18044161E-01 0.19476349E-01 0.78744301E-02 0.11607383E-01 0.11736414E+01 0.11736087E+01 0.11737697E+01 0.11737921E+01 -.11050234E-03 -.10392171E-03 -.52983133E-04 -.61747932E-04 0.12476904E-03 0.19449652E-03 0.10418252E-03 0.17169609E-03
 0.27746626E+02 0.61659168E+03 0.17996936E-01 0.19441777E-01 0.78402225E-02 0.11566436E-01 0.11736418E+01 0.11736091E+01 0.11737693E+01 0.11737917E+01 -.11029849E-03 -.10379676E-03 -.52833429E-04 -.61602023E-04 0.12466808E-03 0.19443511E-03 0.10360822E-03 0.17109679E-03
 0.27747346E+02 0.61660768E+03 0.17949755E-01 0.19407137E-01 0.78061962E-02 0.11525567E-01 0.11736423E+01 0.11736096E+01 0.11737689E+01 0.11737912E+01 -.11009467E-03 -.10367142E-03 -.52684560E-04 -.61456462E-04 0.12456404E-03 0.19437026E-03 0.10303262E-03 0.17049585E-03
 0.27748066E+02 0.61662368E+03 0.17902620E-01 0.19372429E-01 0.77723512E-02 0.11484776E-01 0.11736428E+01 0.11736100E+01 0.11737685E+01 0.11737908E+01 -.10989088E-03 -.10354571E-03 -.52536529E-04 -.61311251E-04 0.12445694E-03 0.19430197E-03 0.10245573E-03 0.16989328E-03
 0.27748786E+02 0.61663968E+03 0.17855531E-01 0.19337656E-01 0.77386880E-02 0.11444065E-01 0.11736432E+01 0.11736103E+01 0.11737681E+01 0.11737903E+01 -.10968712E-03 -.10341961E-03 -.52389337E-04 -.61166391E-04 0.12434679E-03 0.19423025E-03 0.10187756E-03 0.16928911E-03
 0.27749506E+02 0.61665568E+03 0.17808489E-01 0.19302817E-01 0.77052068E-02 0.11403434E-01 0.11736436E+01 0.11736107E+01 0.11737677E+01 0.11737898E+01 -.10948340E-03 -.10329314E-03 -.52242984E-04 -.61021886E-04 0.12423358E-03 0.19415511E-03 0.10129813E-03 0.16868334E-03
 0.27750226E+02 0.61667168E+03 0.17761494E-01 0.19267914E-01 0.76719078E-02 0.11362883E-01 0.11736439E+01 0.11736110E+01 0.11737673E+01 0.11737893E+01 -.10927973E-03 -.10316630E-03 -.52097471E-04 -.60877737E-04 0.12411734E-03 0.19407655E-03 0.10071746E-03 0.16807600E-03
 0.27750946E+02 0.61668768E+03 0.17714549E-01 0.19232947E-01 0.76387914E-02 0.11322413E-01 0.11736442E+01 0.11736113E+01 0.11737669E+01 0.11737889E+01 -.10907610E-03 -.10303909E-03 -.51952801E-04 -.60733947E-04 0.12399806E-03 0.19399459E-03 0.10013555E-03 0.16746709E-03
 0.27751666E+02 0.61670368E+03 0.17667653E-01 0.19197918E-01 0.76058577E-02 0.11282026E-01 0.11736445E+01 0.11736115E+01 0.11737665E+01 0.11737885E+01 -.10887252E-03 -.10291152E-03 -.51808974E-04 -.60590519E-04 0.12387577E-03 0.19390923E-03 0.99552431E-04 0.16685664E-03
 0.27752386E+02 0.61671968E+03 0.17620808E-01 0.19162827E-01 0.75731072E-02 0.11241721E-01 0.11736447E+01 0.11736116E+01 0.11737662E+01 0.11737881E+01 -.10866900E-03 -.10278359E-03 -.51665992E-04 -.60447452E-04 0.12375046E-03 0.19382049E-03 0.98968104E-04 0.16624466E-03
 0.27753106E+02 0.61673568E+03 0.17574015E-01 0.19127675E-01 0.75405399E-02 0.11201499E-01 0.11736448E+01 0.11736117E+01 0.11737659E+01 0.11737878E+01 -.10846554E-03 -.10265531E-03 -.51523854E-04 -.60304751E-04 0.12362215E-03 0.19372836E-03 0.98382588E-04 0.16563116E-03
 0.27753826E+02 0.61675168E+03 0.17527274E-01 0.19092463E-01 0.75081563E-02 0.11161360E-01 0.11736449E+01 0.11736117E+01 0.11737657E+01 0.11737875E+01 -.10826214E-03 -.10252667E-03 -.51382564E-04 -.60162416E-04 0.12349085E-03 0.19363287E-03 0.97795897E-04 0.16501616E-03
 0.27754546E+02 0.61676768E+03 0.17480587E-01 0.19057193E-01 0.74759564E-02 0.11121306E-01 0.11736448E+01 0.11736117E+01 0.11737655E+01 0.11737873E+01 -.10805881E-03 -.10239768E-03 -.51242120E-04 -.60020451E-04 0.12335656E-03 0.19353402E-03 0.97208045E-04 0.16439967E-03
 0.27755266E+02 0.61678368E+03 0.17433953E-01 0.19021864E-01 0.74439406E-02 0.11081337E-01 0.11736448E+01 0.11736116E+01 0.11737654E+01 0.11737872E+01 -.10785556E-03 -.10226835E-03 -.51102525E-04 -.59878856E-04 0.12321929E-03 0.19343181E-03 0.96619046E-04 0.16378172E-03
 0.27755986E+02 0.61679968E+03 0.17387375E-01 0.18986477E-01 0.74121091E-02 0.11041454E-01 0.11736446E+01 0.11736114E+01 0.11737654E+01 0.11737871E+01 -.10765238E-03 -.10213868E-03 -.50963780E-04 -.59737635E-04 0.12307906E-03 0.19332627E-03 0.96028915E-04 0.16316232E-03
 0.27756706E+02 0.61681568E+03 0.17340853E-01 0.18951035E-01 0.73804621E-02 0.11001657E-01 0.11736444E+01 0.11736112E+01 0.11737654E+01 0.11737871E+01 -.10744929E-03 -.10200867E-03 -.50825885E-04 -.59596789E-04 0.12293588E-03 0.19321739E-03 0.95437666E-04 0.16254148E-03
 0.27757426E+02 0.61683168E+03 0.17294388E-01 0.18915537E-01 0.73489999E-02 0.10961946E-01 0.11736442E+01 0.11736109E+01 0.11737656E+01 0.11737872E+01 -.10724628E-03 -.10187833E-03 -.50688841E-04 -.59456320E-04 0.12278974E-03 0.19310518E-03 0.94845312E-04 0.16191921E-03
 0.27758146E+02 0.61684768E+03 0.17247980E-01 0.18879984E-01 0.73177226E-02 0.10922323E-01 0.11736439E+01 0.11736106E+01 0.11737657E+01 0.11737873E+01 -.10704336E-03 -.10174765E-03 -.50552650E-04 -.59316230E-04 0.12264067E-03 0.19298966E-03 0.94251868E-04 0.16129554E-03
 0.27758866E+02 0.61686368E+03 0.17201631E-01 0.18844377E-01 0.72866306E-02 0.10882788E-01 0.11736436E+01 0.11736102E+01 0.11737660E+01 0.11737875E+01 -.10684054E-03 -.10161665E-03 -.50417311E-04 -.59176521E-04 0.12248867E-03 0.19287084E-03 0.93657348E-04 0.16067048E-03
 0.27759586E+02 0.61687968E+03 0.17155342E-01 0.18808717E-01 0.72557240E-02 0.10843342E-01 0.11736432E+01 0.11736099E+01 0.11737662E+01 0.11737877E+01 -.10663782E-03 -.10148533E-03 -.50282827E-04 -.59037195E-04 0.12233374E-03 0.19274872E-03 0.93061767E-04 0.16004404E-03
 0.27760306E+02 0.61689568E+03 0.17109113E-01 0.18773006E-01 0.72250034E-02 0.10803985E-01 0.11736428E+01 0.11736094E+01 0.11737666E+01 0.11737881E+01 -.10643520E-03 -.10135369E-03 -.50149200E-04 -.58898256E-04 0.12217591E-03 0.19262332E-03 0.92465138E-04 0.15941625E-03
 0.27761026E+02 0.61691168E+03 0.17062945E-01 0.18737243E-01 0.71944682E-02 0.10764717E-01 0.11736424E+01 0.11736090E+01 0.11737670E+01 0.11737884E+01 -.10623269E-03 -.10122173E-03 -.50016430E-04 -.58759705E-04 0.12201518E-03 0.19249463E-03 0.91867475E-04 0.15878711E-03
 0.27761746E+02 0.61692768E+03 0.17016839E-01 0.18701430E-01 0.71641188E-02 0.10725540E-01 0.11736420E+01 0.11736086E+01 0.11737674E+01 0.11737888E+01 -.10603029E-03 -.10108945E-03 -.49884517E-04 -.58621543E-04 0.12185155E-03 0.19236268E-03 0.91268793E-04 0.15815664E-03
 0.27762466E+02 0.61694368E+03 0.16970796E-01 0.18665568E-01 0.71339562E-02 0.10686454E-01 0.11736416E+01 0.11736082E+01 0.11737678E+01 0.11737892E+01 -.10582800E-03 -.10095687E-03 -.49753459E-04 -.58483771E-04 0.12168505E-03 0.19222748E-03 0.90669106E-04 0.15752486E-03
 0.27763186E+02 0.61695968E+03 0.16924818E-01 0.18629656E-01 0.71039800E-02 0.10647459E-01 0.11736413E+01 0.11736078E+01 0.11737683E+01 0.11737896E+01 -.10562584E-03 -.10082399E-03 -.49623258E-04 -.58346391E-04 0.12151567E-03 0.19208902E-03 0.90068427E-04 0.15689178E-03
 0.27763906E+02 0.61697568E+03 0.16878903E-01 0.18593698E-01 0.70741900E-02 0.10608556E-01 0.11736410E+01 0.11736075E+01 0.11737687E+01 0.11737901E+01 -.10542380E-03 -.10069080E-03 -.49493916E-04 -.58209406E-04 0.12134343E-03 0.19194733E-03 0.89466772E-04 0.15625742E-03
 0.27764626E+02 0.61699168E+03 0.16833055E-01 0.18557693E-01 0.70445871E-02 0.10569746E-01 0.11736407E+01 0.11736072E+01 0.11737691E+01 0.11737904E+01 -.10522190E-03 -.10055732E-03 -.49365433E-04 -.58072817E-04 0.12116834E-03 0.19180241E-03 0.88864153E-04 0.15562179E-03
 0.27765346E+02 0.61700768E+03 0.16787272E-01 0.18521641E-01 0.70151713E-02 0.10531030E-01 0.11736405E+01 0.11736069E+01 0.11737695E+01 0.11737908E+01 -.10502012E-03 -.10042354E-03 -.49237809E-04 -.57936625E-04 0.12099040E-03 0.19165427E-03 0.88260586E-04 0.15498491E-03
 0.27766066E+02 0.61702368E+03 0.16741558E-01 0.18485545E-01 0.69859424E-02 0.10492407E-01 0.11736403E+01 0.11736068E+01 0.11737699E+01 0.11737911E+01 -.10481849E-03 -.10028947E-03 -.49111047E-04 -.57800833E-04 0.12080963E-03 0.19150292E-03 0.87656084E-04 0.15434679E-03
 0.27766786E+02 0.61703968E+03 0.16695911E-01 0.18449404E-01 0.69569009E-02 0.10453878E-01 0.11736402E+01 0.11736066E+01 0.11737702E+01 0.11737914E+01 -.10461700E-03 -.10015512E-03 -.48985145E-04 -.57665444E-04 0.12062604E-03 0.19134838E-03 0.87050661E-04 0.15370746E-03
 0.27767506E+02 0.61705568E+03 0.16650332E-01 0.18413220E-01 0.69280473E-02 0.10415444E-01 0.11736402E+01 0.11736066E+01 0.11737704E+01 0.11737916E+01 -.10441565E-03 -.10002048E-03 -.48860104E-04 -.57530458E-04 0.12043964E-03 0.19119065E-03 0.86444332E-04 0.15306691E-03
 0.27768226E+02 0.61707168E+03 0.16604824E-01 0.18376994E-01 0.68993809E-02 0.10377106E-01 0.11736403E+01 0.11736066E+01 0.11737706E+01 0.11737918E+01 -.10421445E-03 -.99885562E-04 -.48735926E-04 -.57395879E-04 0.12025043E-03 0.19102974E-03 0.85837111E-04 0.15242518E-03
 0.27768946E+02 0.61708768E+03 0.16559386E-01 0.18340726E-01 0.68709026E-02 0.10338864E-01 0.11736404E+01 0.11736067E+01 0.11737708E+01 0.11737919E+01 -.10401341E-03 -.99750368E-04 -.48612612E-04 -.57261708E-04 0.12005843E-03 0.19086566E-03 0.85229010E-04 0.15178228E-03
 0.27769666E+02 0.61710368E+03 0.16514020E-01 0.18304418E-01 0.68426125E-02 0.10300719E-01 0.11736406E+01 0.11736068E+01 0.11737708E+01 0.11737919E+01 -.10381253E-03 -.99614902E-04 -.48490160E-04 -.57127946E-04 0.11986364E-03 0.19069843E-03 0.84620046E-04 0.15113821E-03
 0.27770386E+02 0.61711968E+03 0.16468726E-01 0.18268069E-01 0.68145102E-02 0.10262670E-01 0.11736408E+01 0.11736070E+01 0.11737708E+01 0.11737919E+01 -.10361181E-03 -.99479166E-04 -.48368575E-04 -.56994597E-04 0.11966608E-03 0.19052805E-03 0.84010232E-04 0.15049300E-03
 0.27771106E+02 0.61713568E+03 0.16423505E-01 0.18231682E-01 0.67865965E-02 0.10224719E-01 0.11736411E+01 0.11736073E+01 0.11737707E+01 0.11737918E+01 -.10341126E-03 -.99343166E-04 -.48247854E-04 -.56861661E-04 0.11946576E-03 0.19035453E-03 0.83399581E-04 0.14984666E-03
 0.27771826E+02 0.61715168E+03 0.16378358E-01 0.18195256E-01 0.67588713E-02 0.10186867E-01 0.11736415E+01 0.11736076E+01 0.11737706E+01 0.11737916E+01 -.10321087E-03 -.99206904E-04 -.48127998E-04 -.56729140E-04 0.11926269E-03 0.19017789E-03 0.82788108E-04 0.14919921E-03
 0.27772546E+02 0.61716768E+03 0.16333285E-01 0.18158794E-01 0.67313345E-02 0.10149113E-01 0.11736419E+01 0.11736080E+01 0.11737704E+01 0.11737913E+01 -.10301067E-03 -.99070384E-04 -.48009009E-04 -.56597036E-04 0.11905687E-03 0.18999813E-03 0.82175826E-04 0.14855065E-03
 0.27773266E+02 0.61718368E+03 0.16288288E-01 0.18122295E-01 0.67039867E-02 0.10111459E-01 0.11736423E+01 0.11736084E+01 0.11737701E+01 0.11737910E+01 -.10281064E-03 -.98933608E-04 -.47890887E-04 -.56465352E-04 0.11884832E-03 0.18981527E-03 0.81562751E-04 0.14790102E-03
 0.27773986E+02 0.61719968E+03 0.16243368E-01 0.18085760E-01 0.66768277E-02 0.10073905E-01 0.11736428E+01 0.11736088E+01 0.11737698E+01 0.11737907E+01 -.10261079E-03 -.98796583E-04 -.47773633E-04 -.56334088E-04 0.11863704E-03 0.18962932E-03 0.80948895E-04 0.14725032E-03
 0.27774706E+02 0.61721568E+03 0.16198524E-01 0.18049191E-01 0.66498578E-02 0.10036451E-01 0.11736432E+01 0.11736092E+01 0.11737694E+01 0.11737903E+01 -.10241114E-03 -.98659310E-04 -.47657246E-04 -.56203247E-04 0.11842305E-03 0.18944028E-03 0.80334273E-04 0.14659856E-03
 0.27775426E+02 0.61723168E+03 0.16153758E-01 0.18012588E-01 0.66230771E-02 0.99990976E-02 0.11736437E+01 0.11736096E+01 0.11737690E+01 0.11737898E+01 -.10221167E-03 -.98521793E-04 -.47541727E-04 -.56072829E-04 0.11820636E-03 0.18924816E-03 0.79718899E-04 0.14594577E-03
 0.27776146E+02 0.61724768E+03 0.16109071E-01 0.17975952E-01 0.65964856E-02 0.99618460E-02 0.11736441E+01 0.11736100E+01 0.11737686E+01 0.11737894E+01 -.10201240E-03 -.98384036E-04 -.47427078E-04 -.55942838E-04 0.11798698E-03 0.18905299E-03 0.79102786E-04 0.14529195E-03
 0.27776866E+02 0.61726368E+03 0.16064464E-01 0.17939284E-01 0.65700835E-02 0.99246964E-02 0.11736446E+01 0.11736104E+01 0.11737681E+01 0.11737889E+01 -.10181333E-03 -.98246043E-04 -.47313298E-04 -.55813275E-04 0.11776492E-03 0.18885476E-03 0.78485950E-04 0.14463713E-03
 0.27777586E+02 0.61727968E+03 0.16019937E-01 0.17902584E-01 0.65438710E-02 0.98876493E-02 0.11736450E+01 0.11736107E+01 0.11737677E+01 0.11737884E+01 -.10161446E-03 -.98107817E-04 -.47200388E-04 -.55684141E-04 0.11754018E-03 0.18865349E-03 0.77868402E-04 0.14398131E-03
 0.27778306E+02 0.61729568E+03 0.15975491E-01 0.17865855E-01 0.65178482E-02 0.98507052E-02 0.11736453E+01 0.11736111E+01 0.11737673E+01 0.11737880E+01 -.10141580E-03 -.97969361E-04 -.47088349E-04 -.55555438E-04 0.11731279E-03 0.18844919E-03 0.77250158E-04 0.14332452E-03
 0.27779026E+02 0.61731168E+03 0.15931127E-01 0.17829095E-01 0.64920150E-02 0.98138646E-02 0.11736456E+01 0.11736113E+01 0.11737669E+01 0.11737875E+01 -.10121735E-03 -.97830681E-04 -.46977181E-04 -.55427168E-04 0.11708274E-03 0.18824187E-03 0.76631231E-04 0.14266676E-03
 0.27779746E+02 0.61732768E+03 0.15886845E-01 0.17792307E-01 0.64663717E-02 0.97771282E-02 0.11736459E+01 0.11736115E+01 0.11737665E+01 0.11737871E+01 -.10101911E-03 -.97691778E-04 -.46866884E-04 -.55299333E-04 0.11685006E-03 0.18803154E-03 0.76011635E-04 0.14200806E-03
 0.27780466E+02 0.61734368E+03 0.15842647E-01 0.17755492E-01 0.64409184E-02 0.97404962E-02 0.11736461E+01 0.11736117E+01 0.11737661E+01 0.11737868E+01 -.10082110E-03 -.97552657E-04 -.46757459E-04 -.55171934E-04 0.11661474E-03 0.18781821E-03 0.75391384E-04 0.14134843E-03
 0.27781186E+02 0.61735968E+03 0.15798533E-01 0.17718649E-01 0.64156551E-02 0.97039693E-02 0.11736462E+01 0.11736118E+01 0.11737659E+01 0.11737864E+01 -.10062330E-03 -.97413322E-04 -.46648906E-04 -.55044973E-04 0.11637681E-03 0.18760190E-03 0.74770491E-04 0.14068789E-03
 0.27781906E+02 0.61737568E+03 0.15754505E-01 0.17681780E-01 0.63905820E-02 0.96675480E-02 0.11736463E+01 0.11736118E+01 0.11737656E+01 0.11737862E+01 -.10042574E-03 -.97273775E-04 -.46541225E-04 -.54918451E-04 0.11613627E-03 0.18738261E-03 0.74148971E-04 0.14002644E-03
 0.27782626E+02 0.61739168E+03 0.15710561E-01 0.17644886E-01 0.63656991E-02 0.96312327E-02 0.11736463E+01 0.11736118E+01 0.11737654E+01 0.11737860E+01 -.10022840E-03 -.97134021E-04 -.46434418E-04 -.54792371E-04 0.11589313E-03 0.18716035E-03 0.73526836E-04 0.13936411E-03
 0.27783346E+02 0.61740768E+03 0.15666705E-01 0.17607967E-01 0.63410065E-02 0.95950241E-02 0.11736462E+01 0.11736117E+01 0.11737653E+01 0.11737859E+01 -.10003130E-03 -.96994064E-04 -.46328484E-04 -.54666733E-04 0.11564740E-03 0.18693513E-03 0.72904101E-04 0.13870090E-03
 0.27784066E+02 0.61742368E+03 0.15622936E-01 0.17571025E-01 0.63165043E-02 0.95589224E-02 0.11736460E+01 0.11736115E+01 0.11737653E+01 0.11737858E+01 -.99834434E-04 -.96853905E-04 -.46223423E-04 -.54541540E-04 0.11539910E-03 0.18670697E-03 0.72280780E-04 0.13803684E-03
 0.27784786E+02 0.61743968E+03 0.15579254E-01 0.17534060E-01 0.62921925E-02 0.95229283E-02 0.11736459E+01 0.11736113E+01 0.11737653E+01 0.11737858E+01 -.99637813E-04 -.96713551E-04 -.46119236E-04 -.54416793E-04 0.11514823E-03 0.18647588E-03 0.71656885E-04 0.13737195E-03
 0.27785506E+02 0.61745568E+03 0.15535662E-01 0.17497073E-01 0.62680713E-02 0.94870421E-02 0.11736456E+01 0.11736110E+01 0.11737654E+01 0.11737859E+01 -.99441437E-04 -.96573003E-04 -.46015923E-04 -.54292493E-04 0.11489481E-03 0.18624186E-03 0.71032431E-04 0.13670622E-03
 0.27786226E+02 0.61747168E+03 0.15492159E-01 0.17460065E-01 0.62441407E-02 0.94512645E-02 0.11736453E+01 0.11736107E+01 0.11737656E+01 0.11737860E+01 -.99245312E-04 -.96432266E-04 -.45913485E-04 -.54168643E-04 0.11463884E-03 0.18600494E-03 0.70407431E-04 0.13603969E-03
 0.27786946E+02 0.61748768E+03 0.15448746E-01 0.17423037E-01 0.62204008E-02 0.94155958E-02 0.11736450E+01 0.11736103E+01 0.11737658E+01 0.11737862E+01 -.99049441E-04 -.96291343E-04 -.45811921E-04 -.54045243E-04 0.11438035E-03 0.18576511E-03 0.69781899E-04 0.13537236E-03
 0.27787666E+02 0.61750368E+03 0.15405424E-01 0.17385989E-01 0.61968515E-02 0.93800366E-02 0.11736446E+01 0.11736100E+01 0.11737661E+01 0.11737865E+01 -.98853827E-04 -.96150237E-04 -.45711233E-04 -.53922295E-04 0.11411933E-03 0.18552239E-03 0.69155849E-04 0.13470426E-03
 0.27788386E+02 0.61751968E+03 0.15362194E-01 0.17348923E-01 0.61734935E-02 0.93445878E-02 0.11736442E+01 0.11736095E+01 0.11737664E+01 0.11737868E+01 -.98658475E-04 -.96008953E-04 -.45611420E-04 -.53799802E-04 0.11385579E-03 0.18527680E-03 0.68529293E-04 0.13403539E-03
 0.27789106E+02 0.61753568E+03 0.15319056E-01 0.17311839E-01 0.61503258E-02 0.93092487E-02 0.11736439E+01 0.11736091E+01 0.11737668E+01 0.11737872E+01 -.98463386E-04 -.95867493E-04 -.45512485E-04 -.53677766E-04 0.11358976E-03 0.18502834E-03 0.67902246E-04 0.13336577E-03
 0.27789826E+02 0.61755168E+03 0.15276012E-01 0.17274738E-01 0.61273487E-02 0.92740203E-02 0.11736435E+01 0.11736087E+01 0.11737672E+01 0.11737876E+01 -.98268567E-04 -.95725860E-04 -.45414425E-04 -.53556187E-04 0.11332124E-03 0.18477702E-03 0.67274720E-04 0.13269542E-03
 0.27790546E+02 0.61756768E+03 0.15233062E-01 0.17237621E-01 0.61045631E-02 0.92389037E-02 0.11736431E+01 0.11736083E+01 0.11737676E+01 0.11737880E+01 -.98074022E-04 -.95584060E-04 -.45317237E-04 -.53435065E-04 0.11305024E-03 0.18452286E-03 0.66646731E-04 0.13202434E-03
 0.27791266E+02 0.61758368E+03 0.15190206E-01 0.17200489E-01 0.60819684E-02 0.92038989E-02 0.11736427E+01 0.11736079E+01 0.11737681E+01 0.11737884E+01 -.97879755E-04 -.95442097E-04 -.45220925E-04 -.53314401E-04 0.11277678E-03 0.18426587E-03 0.66018290E-04 0.13135257E-03
 0.27791986E+02 0.61759968E+03 0.15147446E-01 0.17163342E-01 0.60595643E-02 0.91690058E-02 0.11736424E+01 0.11736076E+01 0.11737685E+01 0.11737888E+01 -.97685768E-04 -.95299973E-04 -.45125488E-04 -.53194198E-04 0.11250086E-03 0.18400606E-03 0.65389412E-04 0.13068010E-03
 0.27792706E+02 0.61761568E+03 0.15104782E-01 0.17126182E-01 0.60373513E-02 0.91342255E-02 0.11736421E+01 0.11736073E+01 0.11737689E+01 0.11737892E+01 -.97492066E-04 -.95157692E-04 -.45030925E-04 -.53074458E-04 0.11222249E-03 0.18374343E-03 0.64760110E-04 0.13000696E-03
 0.27793426E+02 0.61763168E+03 0.15062214E-01 0.17089009E-01 0.60153297E-02 0.90995588E-02 0.11736419E+01 0.11736070E+01 0.11737693E+01 0.11737896E+01 -.97298653E-04 -.95015257E-04 -.44937237E-04 -.52955181E-04 0.11194169E-03 0.18347801E-03 0.64130398E-04 0.12933316E-03
 0.27794146E+02 0.61764768E+03 0.15019744E-01 0.17051825E-01 0.59934987E-02 0.90650050E-02 0.11736418E+01 0.11736068E+01 0.11737697E+01 0.11737899E+01 -.97105532E-04 -.94872671E-04 -.44844424E-04 -.52836369E-04 0.11165847E-03 0.18320980E-03 0.63500288E-04 0.12865872E-03
 0.27794866E+02 0.61766368E+03 0.14977373E-01 0.17014629E-01 0.59718589E-02 0.90305654E-02 0.11736417E+01 0.11736067E+01 0.11737700E+01 0.11737902E+01 -.96912707E-04 -.94729939E-04 -.44752487E-04 -.52718025E-04 0.11137283E-03 0.18293882E-03 0.62869795E-04 0.12798364E-03
 0.27795586E+02 0.61767968E+03 0.14935100E-01 0.16977422E-01 0.59504105E-02 0.89962405E-02 0.11736416E+01 0.11736067E+01 0.11737702E+01 0.11737904E+01 -.96720182E-04 -.94587064E-04 -.44661423E-04 -.52600147E-04 0.11108480E-03 0.18266508E-03 0.62238932E-04 0.12730795E-03
 0.27796306E+02 0.61769568E+03 0.14892927E-01 0.16940207E-01 0.59291529E-02 0.89620300E-02 0.11736417E+01 0.11736067E+01 0.11737704E+01 0.11737906E+01 -.96527960E-04 -.94444048E-04 -.44571235E-04 -.52482740E-04 0.11079438E-03 0.18238858E-03 0.61607712E-04 0.12663166E-03
 0.27797026E+02 0.61771168E+03 0.14850855E-01 0.16902983E-01 0.59080865E-02 0.89279351E-02 0.11736418E+01 0.11736068E+01 0.11737706E+01 0.11737907E+01 -.96336045E-04 -.94300897E-04 -.44481921E-04 -.52365804E-04 0.11050157E-03 0.18210935E-03 0.60976149E-04 0.12595479E-03
 0.27797746E+02 0.61772768E+03 0.14808883E-01 0.16865750E-01 0.58872113E-02 0.88939560E-02 0.11736420E+01 0.11736069E+01 0.11737706E+01 0.11737907E+01 -.96144441E-04 -.94157613E-04 -.44393482E-04 -.52249340E-04 0.11020641E-03 0.18182739E-03 0.60344256E-04 0.12527734E-03
 0.27798466E+02 0.61774368E+03 0.14767013E-01 0.16828511E-01 0.58665271E-02 0.88600928E-02 0.11736422E+01 0.11736071E+01 0.11737706E+01 0.11737906E+01 -.95953150E-04 -.94014199E-04 -.44305919E-04 -.52133350E-04 0.10990888E-03 0.18154271E-03 0.59712046E-04 0.12459934E-03
