
    时间      车速      一轮横向位移   二轮横向位移   三轮横向位移   四轮横向位移   一轮垂向位移   二轮垂向位移   三轮垂向位移   四轮垂向位移   一轮侧滚角位移   二轮侧滚角位移   三轮侧滚角位移   四轮侧滚角位移   一轮冲角位移   二轮冲角位移   三轮冲角位移   六轮冲角位移
       m             s               mm             mm             mm             mm             mm             mm             mm             mm              o              o              o              o              o              o              o              o

 0.70560000E-03 0.15680000E-01 -.71744256E-04 -.77652450E-04 -.71953785E-04 -.77111021E-04 0.11739488E+01 0.11739225E+01 0.11740717E+01 0.11740994E+01 0.49148033E-06 0.45470647E-06 0.49393198E-06 0.45382212E-06 -.96718616E-06 -.99231966E-06 -.94583516E-06 -.96843477E-06
 0.14256000E-02 0.31680000E-01 -.71414616E-04 -.77531774E-04 -.71630590E-04 -.76996359E-04 0.11739486E+01 0.11739224E+01 0.11740724E+01 0.11741001E+01 0.48918744E-06 0.45338390E-06 0.49167285E-06 0.45252691E-06 -.97010267E-06 -.99591603E-06 -.94880586E-06 -.97208428E-06
 0.21456000E-02 0.47680000E-01 -.71084519E-04 -.77409994E-04 -.71306927E-04 -.76880593E-04 0.11739485E+01 0.11739222E+01 0.11740731E+01 0.11741008E+01 0.48689482E-06 0.45205970E-06 0.48941344E-06 0.45122985E-06 -.97299410E-06 -.99948510E-06 -.95175187E-06 -.97570693E-06
 0.28656000E-02 0.63680000E-01 -.70753971E-04 -.77287111E-04 -.70982793E-04 -.76763723E-04 0.11739483E+01 0.11739221E+01 0.11740738E+01 0.11741015E+01 0.48460244E-06 0.45073388E-06 0.48715463E-06 0.44993152E-06 -.97586047E-06 -.10030269E-05 -.95467320E-06 -.97930273E-06
 0.35856000E-02 0.79680000E-01 -.70422981E-04 -.77163130E-04 -.70658201E-04 -.76645759E-04 0.11739483E+01 0.11739221E+01 0.11740746E+01 0.11741023E+01 0.48231043E-06 0.44940663E-06 0.48489612E-06 0.44863163E-06 -.97870179E-06 -.10065414E-05 -.95756985E-06 -.98287167E-06
 0.43056000E-02 0.95680000E-01 -.70091556E-04 -.77038059E-04 -.70333159E-04 -.76526706E-04 0.11739482E+01 0.11739221E+01 0.11740753E+01 0.11741031E+01 0.48001862E-06 0.44807792E-06 0.48263787E-06 0.44733028E-06 -.98151809E-06 -.10100286E-05 -.96044184E-06 -.98641377E-06
 0.50256000E-02 0.11168000E+00 -.69759703E-04 -.76911903E-04 -.70007670E-04 -.76406567E-04 0.11739483E+01 0.11739221E+01 0.11740761E+01 0.11741039E+01 0.47772722E-06 0.44674775E-06 0.48038024E-06 0.44602739E-06 -.98430937E-06 -.10134886E-05 -.96328919E-06 -.98992904E-06
 0.57456000E-02 0.12768000E+00 -.69427427E-04 -.76784664E-04 -.69681745E-04 -.76285349E-04 0.11739484E+01 0.11739222E+01 0.11740769E+01 0.11741047E+01 0.47543635E-06 0.44541629E-06 0.47812308E-06 0.44472315E-06 -.98707567E-06 -.10169213E-05 -.96611191E-06 -.99341749E-06
 0.64656000E-02 0.14368000E+00 -.69094738E-04 -.76656350E-04 -.69355390E-04 -.76163056E-04 0.11739486E+01 0.11739224E+01 0.11740777E+01 0.11741054E+01 0.47314615E-06 0.44408341E-06 0.47586632E-06 0.44341743E-06 -.98981698E-06 -.10203268E-05 -.96891003E-06 -.99687913E-06
 0.71856000E-02 0.15968000E+00 -.68761642E-04 -.76526971E-04 -.69028612E-04 -.76039690E-04 0.11739488E+01 0.11739227E+01 0.11740784E+01 0.11741061E+01 0.47085661E-06 0.44274882E-06 0.47361006E-06 0.44211058E-06 -.99253334E-06 -.10237051E-05 -.97168355E-06 -.10003140E-05
 0.79056000E-02 0.17568000E+00 -.68428150E-04 -.76396522E-04 -.68701419E-04 -.75915264E-04 0.11739491E+01 0.11739230E+01 0.11740791E+01 0.11741068E+01 0.46856729E-06 0.44141303E-06 0.47135421E-06 0.44080221E-06 -.99522476E-06 -.10270561E-05 -.97443249E-06 -.10037220E-05
 0.86256000E-02 0.19168000E+00 -.68094264E-04 -.76265013E-04 -.68373815E-04 -.75789774E-04 0.11739495E+01 0.11739234E+01 0.11740797E+01 0.11741075E+01 0.46627866E-06 0.44007602E-06 0.46909899E-06 0.43949297E-06 -.99789126E-06 -.10303800E-05 -.97715687E-06 -.10071033E-05
 0.93456000E-02 0.20768000E+00 -.67759991E-04 -.76132454E-04 -.68045811E-04 -.75663233E-04 0.11739500E+01 0.11739239E+01 0.11740803E+01 0.11741080E+01 0.46399097E-06 0.43873744E-06 0.46684457E-06 0.43818228E-06 -.10005329E-05 -.10336767E-05 -.97985671E-06 -.10104578E-05
 0.10065600E-01 0.22368000E+00 -.67425341E-04 -.75998842E-04 -.67717412E-04 -.75535643E-04 0.11739506E+01 0.11739245E+01 0.11740808E+01 0.11741085E+01 0.46170408E-06 0.43739786E-06 0.46459071E-06 0.43687033E-06 -.10031496E-05 -.10369462E-05 -.98253202E-06 -.10137855E-05
 0.10785600E-01 0.23968000E+00 -.67090323E-04 -.75864185E-04 -.67388622E-04 -.75407003E-04 0.11739512E+01 0.11739251E+01 0.11740813E+01 0.11741090E+01 0.45941790E-06 0.43605755E-06 0.46233806E-06 0.43555753E-06 -.10057415E-05 -.10401885E-05 -.98518283E-06 -.10170865E-05
 0.11505600E-01 0.25568000E+00 -.66754937E-04 -.75728492E-04 -.67059455E-04 -.75277330E-04 0.11739519E+01 0.11739258E+01 0.11740817E+01 0.11741094E+01 0.45713290E-06 0.43471561E-06 0.46008607E-06 0.43424338E-06 -.10083085E-05 -.10434037E-05 -.98780914E-06 -.10203607E-05
 0.12225600E-01 0.27168000E+00 -.66419194E-04 -.75591765E-04 -.66729915E-04 -.75146621E-04 0.11739527E+01 0.11739266E+01 0.11740820E+01 0.11741097E+01 0.45484903E-06 0.43337260E-06 0.45783459E-06 0.43292822E-06 -.10108507E-05 -.10465918E-05 -.99041098E-06 -.10236083E-05
 0.12945600E-01 0.28768000E+00 -.66083106E-04 -.75454012E-04 -.66400004E-04 -.75014886E-04 0.11739535E+01 0.11739274E+01 0.11740823E+01 0.11741100E+01 0.45256573E-06 0.43202845E-06 0.45558419E-06 0.43161158E-06 -.10133681E-05 -.10497528E-05 -.99298838E-06 -.10268291E-05
 0.13665600E-01 0.30368000E+00 -.65746678E-04 -.75315232E-04 -.66069737E-04 -.74882127E-04 0.11739543E+01 0.11739282E+01 0.11740825E+01 0.11741102E+01 0.45028306E-06 0.43068341E-06 0.45333471E-06 0.43029367E-06 -.10158607E-05 -.10528867E-05 -.99554134E-06 -.10300232E-05
 0.14385600E-01 0.31968000E+00 -.65409910E-04 -.75175438E-04 -.65739118E-04 -.74748347E-04 0.11739552E+01 0.11739291E+01 0.11740826E+01 0.11741103E+01 0.44800164E-06 0.42933736E-06 0.45108585E-06 0.42897512E-06 -.10183286E-05 -.10559936E-05 -.99806988E-06 -.10331907E-05
 0.15105600E-01 0.33568000E+00 -.65072814E-04 -.75034630E-04 -.65408149E-04 -.74613552E-04 0.11739561E+01 0.11739299E+01 0.11740828E+01 0.11741104E+01 0.44572157E-06 0.42799034E-06 0.44883834E-06 0.42765585E-06 -.10207718E-05 -.10590733E-05 -.10005740E-05 -.10363314E-05
 0.15825600E-01 0.35168000E+00 -.64735401E-04 -.74892816E-04 -.65076844E-04 -.74477752E-04 0.11739569E+01 0.11739308E+01 0.11740828E+01 0.11741105E+01 0.44344240E-06 0.42664240E-06 0.44659181E-06 0.42633542E-06 -.10231903E-05 -.10621261E-05 -.10030538E-05 -.10394456E-05
 0.16545600E-01 0.36768000E+00 -.64397671E-04 -.74750001E-04 -.64745205E-04 -.74340947E-04 0.11739578E+01 0.11739317E+01 0.11740829E+01 0.11741105E+01 0.44116455E-06 0.42529346E-06 0.44434652E-06 0.42501418E-06 -.10255840E-05 -.10651518E-05 -.10055093E-05 -.10425331E-05
 0.17265600E-01 0.38368000E+00 -.64059633E-04 -.74606189E-04 -.64413242E-04 -.74203143E-04 0.11739587E+01 0.11739325E+01 0.11740829E+01 0.11741105E+01 0.43888824E-06 0.42394357E-06 0.44210213E-06 0.42369206E-06 -.10279531E-05 -.10681505E-05 -.10079404E-05 -.10455939E-05
 0.17985600E-01 0.39968000E+00 -.63721300E-04 -.74461383E-04 -.64080955E-04 -.74064345E-04 0.11739595E+01 0.11739333E+01 0.11740829E+01 0.11741105E+01 0.43661267E-06 0.42259354E-06 0.43985960E-06 0.42236954E-06 -.10302976E-05 -.10711222E-05 -.10103471E-05 -.10486282E-05
 0.18705600E-01 0.41568000E+00 -.63382671E-04 -.74315594E-04 -.63748364E-04 -.73924560E-04 0.11739603E+01 0.11739341E+01 0.11740829E+01 0.11741105E+01 0.43433858E-06 0.42124240E-06 0.43761777E-06 0.42104592E-06 -.10326175E-05 -.10740670E-05 -.10127296E-05 -.10516359E-05
 0.19425600E-01 0.43168000E+00 -.63043756E-04 -.74168824E-04 -.63415462E-04 -.73783792E-04 0.11739610E+01 0.11739348E+01 0.11740830E+01 0.11741105E+01 0.43206598E-06 0.41989030E-06 0.43537744E-06 0.41972146E-06 -.10349128E-05 -.10769848E-05 -.10150879E-05 -.10546170E-05
 0.20145600E-01 0.44768000E+00 -.62704561E-04 -.74021081E-04 -.63082265E-04 -.73642050E-04 0.11739616E+01 0.11739355E+01 0.11740830E+01 0.11741105E+01 0.42979496E-06 0.41853740E-06 0.43313850E-06 0.41839622E-06 -.10371835E-05 -.10798757E-05 -.10174219E-05 -.10575715E-05
 0.20865600E-01 0.46368000E+00 -.62365094E-04 -.73872367E-04 -.62748776E-04 -.73499333E-04 0.11739622E+01 0.11739360E+01 0.11740831E+01 0.11741106E+01 0.42752546E-06 0.41718385E-06 0.43090086E-06 0.41706980E-06 -.10394297E-05 -.10827396E-05 -.10197317E-05 -.10604996E-05
 0.21585600E-01 0.47968000E+00 -.62025365E-04 -.73722688E-04 -.62415005E-04 -.73355650E-04 0.11739627E+01 0.11739366E+01 0.11740831E+01 0.11741107E+01 0.42525721E-06 0.41582953E-06 0.42866440E-06 0.41574283E-06 -.10416513E-05 -.10855767E-05 -.10220173E-05 -.10634011E-05
 0.22305600E-01 0.49568000E+00 -.61685373E-04 -.73572052E-04 -.62080955E-04 -.73211005E-04 0.11739631E+01 0.11739370E+01 0.11740833E+01 0.11741108E+01 0.42299087E-06 0.41447457E-06 0.42642930E-06 0.41441497E-06 -.10438485E-05 -.10883869E-05 -.10242787E-05 -.10662761E-05
 0.23025600E-01 0.51168000E+00 -.61345132E-04 -.73420459E-04 -.61746633E-04 -.73065400E-04 0.11739635E+01 0.11739373E+01 0.11740835E+01 0.11741110E+01 0.42072612E-06 0.41311906E-06 0.42419590E-06 0.41308702E-06 -.10460212E-05 -.10911703E-05 -.10265159E-05 -.10691246E-05
 0.23745600E-01 0.52768000E+00 -.61004645E-04 -.73267918E-04 -.61412049E-04 -.72918846E-04 0.11739637E+01 0.11739376E+01 0.11740837E+01 0.11741112E+01 0.41846305E-06 0.41176325E-06 0.42196371E-06 0.41175823E-06 -.10481695E-05 -.10939269E-05 -.10287291E-05 -.10719467E-05
 0.24465600E-01 0.54368000E+00 -.60663923E-04 -.73114434E-04 -.61077205E-04 -.72771342E-04 0.11739639E+01 0.11739378E+01 0.11740840E+01 0.11741115E+01 0.41620138E-06 0.41040682E-06 0.41973350E-06 0.41042926E-06 -.10502934E-05 -.10966566E-05 -.10309182E-05 -.10747424E-05
 0.25185600E-01 0.55968000E+00 -.60322966E-04 -.72960010E-04 -.60742111E-04 -.72622899E-04 0.11739640E+01 0.11739379E+01 0.11740843E+01 0.11741118E+01 0.41394170E-06 0.40905003E-06 0.41750497E-06 0.40909971E-06 -.10523929E-05 -.10993596E-05 -.10330832E-05 -.10775116E-05
 0.25905600E-01 0.57568000E+00 -.59981790E-04 -.72804656E-04 -.60406772E-04 -.72473517E-04 0.11739640E+01 0.11739379E+01 0.11740847E+01 0.11741122E+01 0.41168343E-06 0.40769257E-06 0.41527815E-06 0.40776963E-06 -.10544680E-05 -.11020358E-05 -.10352241E-05 -.10802544E-05
 0.26625600E-01 0.59168000E+00 -.59640392E-04 -.72648369E-04 -.60071194E-04 -.72323203E-04 0.11739640E+01 0.11739379E+01 0.11740851E+01 0.11741126E+01 0.40942710E-06 0.40633494E-06 0.41305341E-06 0.40643939E-06 -.10565188E-05 -.11046852E-05 -.10373410E-05 -.10829709E-05
 0.27345600E-01 0.60768000E+00 -.59298787E-04 -.72491164E-04 -.59735389E-04 -.72171966E-04 0.11739639E+01 0.11739378E+01 0.11740855E+01 0.11741131E+01 0.40717250E-06 0.40497690E-06 0.41083026E-06 0.40510855E-06 -.10585453E-05 -.11073080E-05 -.10394340E-05 -.10856610E-05
 0.28065600E-01 0.62368000E+00 -.58956974E-04 -.72333039E-04 -.59399358E-04 -.72019808E-04 0.11739637E+01 0.11739376E+01 0.11740860E+01 0.11741136E+01 0.40492019E-06 0.40361873E-06 0.40860882E-06 0.40377725E-06 -.10605475E-05 -.11099040E-05 -.10415029E-05 -.10883248E-05
 0.28785600E-01 0.63968000E+00 -.58614965E-04 -.72174002E-04 -.59063110E-04 -.71866732E-04 0.11739635E+01 0.11739374E+01 0.11740866E+01 0.11741141E+01 0.40266993E-06 0.40226023E-06 0.40638933E-06 0.40244555E-06 -.10625255E-05 -.11124734E-05 -.10435480E-05 -.10909623E-05
 0.29505600E-01 0.65568000E+00 -.58272765E-04 -.72014061E-04 -.58726650E-04 -.71712746E-04 0.11739633E+01 0.11739372E+01 0.11740871E+01 0.11741147E+01 0.40042157E-06 0.40090124E-06 0.40417189E-06 0.40111381E-06 -.10644793E-05 -.11150162E-05 -.10455691E-05 -.10935735E-05
 0.30225600E-01 0.67168000E+00 -.57930379E-04 -.71853216E-04 -.58389993E-04 -.71557855E-04 0.11739630E+01 0.11739369E+01 0.11740877E+01 0.11741153E+01 0.39817561E-06 0.39954200E-06 0.40195575E-06 0.39978157E-06 -.10664089E-05 -.11175323E-05 -.10475663E-05 -.10961584E-05
 0.30945600E-01 0.68768000E+00 -.57587821E-04 -.71691477E-04 -.58053132E-04 -.71402064E-04 0.11739627E+01 0.11739367E+01 0.11740882E+01 0.11741158E+01 0.39593115E-06 0.39818237E-06 0.39974180E-06 0.39844910E-06 -.10683144E-05 -.11200219E-05 -.10495397E-05 -.10987171E-05
 0.31665600E-01 0.70368000E+00 -.57245093E-04 -.71528848E-04 -.57716082E-04 -.71245384E-04 0.11739624E+01 0.11739364E+01 0.11740888E+01 0.11741164E+01 0.39368853E-06 0.39682231E-06 0.39753007E-06 0.39711582E-06 -.10701957E-05 -.11224849E-05 -.10514893E-05 -.11012496E-05
 0.32385600E-01 0.71968000E+00 -.56902196E-04 -.71365330E-04 -.57378847E-04 -.71087808E-04 0.11739621E+01 0.11739361E+01 0.11740893E+01 0.11741169E+01 0.39144834E-06 0.39546253E-06 0.39532038E-06 0.39578246E-06 -.10720529E-05 -.11249214E-05 -.10534151E-05 -.11037559E-05
 0.33105600E-01 0.73568000E+00 -.56559145E-04 -.71200934E-04 -.57041437E-04 -.70929346E-04 0.11739619E+01 0.11739358E+01 0.11740898E+01 0.11741174E+01 0.38921021E-06 0.39410244E-06 0.39311280E-06 0.39444946E-06 -.10738861E-05 -.11273313E-05 -.10553171E-05 -.11062361E-05
 0.33825600E-01 0.75168000E+00 -.56215941E-04 -.71035662E-04 -.56703853E-04 -.70770010E-04 0.11739616E+01 0.11739356E+01 0.11740902E+01 0.11741179E+01 0.38697452E-06 0.39274226E-06 0.39090738E-06 0.39311593E-06 -.10756952E-05 -.11297148E-05 -.10571953E-05 -.11086901E-05
 0.34545600E-01 0.76768000E+00 -.55872595E-04 -.70869521E-04 -.56366105E-04 -.70609793E-04 0.11739614E+01 0.11739354E+01 0.11740906E+01 0.11741182E+01 0.38474094E-06 0.39138205E-06 0.38870428E-06 0.39178274E-06 -.10774804E-05 -.11320718E-05 -.10590499E-05 -.11111180E-05
 0.35265600E-01 0.78368000E+00 -.55529112E-04 -.70702516E-04 -.56028199E-04 -.70448711E-04 0.11739612E+01 0.11739352E+01 0.11740909E+01 0.11741185E+01 0.38250965E-06 0.39002168E-06 0.38650346E-06 0.39044945E-06 -.10792416E-05 -.11344024E-05 -.10608807E-05 -.11135198E-05
 0.35985600E-01 0.79968000E+00 -.55185495E-04 -.70534652E-04 -.55690143E-04 -.70286765E-04 0.11739611E+01 0.11739351E+01 0.11740911E+01 0.11741188E+01 0.38028097E-06 0.38866116E-06 0.38430481E-06 0.38911608E-06 -.10809788E-05 -.11367066E-05 -.10626879E-05 -.11158956E-05
 0.36705600E-01 0.81568000E+00 -.54841754E-04 -.70365931E-04 -.55351938E-04 -.70123960E-04 0.11739610E+01 0.11739350E+01 0.11740913E+01 0.11741189E+01 0.37805465E-06 0.38730084E-06 0.38210863E-06 0.38778270E-06 -.10826922E-05 -.11389844E-05 -.10644715E-05 -.11182453E-05
 0.37425600E-01 0.83168000E+00 -.54497897E-04 -.70196363E-04 -.55013603E-04 -.69960299E-04 0.11739610E+01 0.11739349E+01 0.11740913E+01 0.11741190E+01 0.37583071E-06 0.38594062E-06 0.37991426E-06 0.38644947E-06 -.10843816E-05 -.11412359E-05 -.10662316E-05 -.11205690E-05
 0.38145600E-01 0.84768000E+00 -.54153926E-04 -.70025951E-04 -.54675129E-04 -.69795792E-04 0.11739609E+01 0.11739349E+01 0.11740913E+01 0.11741189E+01 0.37360947E-06 0.38458067E-06 0.37772242E-06 0.38511642E-06 -.10860473E-05 -.11434611E-05 -.10679680E-05 -.11228668E-05
 0.38865600E-01 0.86368000E+00 -.53809849E-04 -.69854704E-04 -.54336530E-04 -.69630442E-04 0.11739610E+01 0.11739350E+01 0.11740911E+01 0.11741188E+01 0.37139103E-06 0.38322058E-06 0.37553325E-06 0.38378327E-06 -.10876891E-05 -.11456600E-05 -.10696809E-05 -.11251385E-05
 0.39585600E-01 0.87968000E+00 -.53465674E-04 -.69682620E-04 -.53997814E-04 -.69464252E-04 0.11739610E+01 0.11739350E+01 0.11740909E+01 0.11741185E+01 0.36917529E-06 0.38186082E-06 0.37334649E-06 0.38245031E-06 -.10893072E-05 -.11478327E-05 -.10713704E-05 -.11273844E-05
 0.40305600E-01 0.89568000E+00 -.53121409E-04 -.69509711E-04 -.53658983E-04 -.69297234E-04 0.11739611E+01 0.11739351E+01 0.11740905E+01 0.11741182E+01 0.36696171E-06 0.38050123E-06 0.37116214E-06 0.38111714E-06 -.10909016E-05 -.11499792E-05 -.10730363E-05 -.11296043E-05
 0.41025600E-01 0.91168000E+00 -.52777059E-04 -.69335977E-04 -.53320047E-04 -.69129382E-04 0.11739612E+01 0.11739352E+01 0.11740901E+01 0.11741177E+01 0.36475069E-06 0.37914191E-06 0.36898028E-06 0.37978436E-06 -.10924722E-05 -.11520994E-05 -.10746789E-05 -.11317984E-05
 0.41745600E-01 0.92768000E+00 -.52432630E-04 -.69161431E-04 -.52981007E-04 -.68960709E-04 0.11739613E+01 0.11739353E+01 0.11740896E+01 0.11741172E+01 0.36254235E-06 0.37778256E-06 0.36680138E-06 0.37845203E-06 -.10940192E-05 -.11541936E-05 -.10762980E-05 -.11339667E-05
 0.42465600E-01 0.94368000E+00 -.52088129E-04 -.68986069E-04 -.52641875E-04 -.68791221E-04 0.11739614E+01 0.11739354E+01 0.11740890E+01 0.11741166E+01 0.36033665E-06 0.37642367E-06 0.36462525E-06 0.37711957E-06 -.10955426E-05 -.11562616E-05 -.10778938E-05 -.11361091E-05
 0.43185600E-01 0.95968000E+00 -.51743561E-04 -.68809904E-04 -.52302656E-04 -.68620919E-04 0.11739615E+01 0.11739355E+01 0.11740883E+01 0.11741159E+01 0.35813378E-06 0.37506496E-06 0.36245143E-06 0.37578737E-06 -.10970424E-05 -.11583035E-05 -.10794662E-05 -.11382258E-05
 0.43905600E-01 0.97568000E+00 -.51398933E-04 -.68632940E-04 -.51963355E-04 -.68449807E-04 0.11739616E+01 0.11739355E+01 0.11740876E+01 0.11741152E+01 0.35593368E-06 0.37370625E-06 0.36028022E-06 0.37445596E-06 -.10985186E-05 -.11603193E-05 -.10810154E-05 -.11403167E-05
 0.44625600E-01 0.99168000E+00 -.51054252E-04 -.68455176E-04 -.51623977E-04 -.68277895E-04 0.11739617E+01 0.11739356E+01 0.11740868E+01 0.11741144E+01 0.35373660E-06 0.37234806E-06 0.35811205E-06 0.37312478E-06 -.10999713E-05 -.11623092E-05 -.10825412E-05 -.11423819E-05
 0.45345600E-01 0.10076800E+01 -.50709524E-04 -.68276623E-04 -.51284529E-04 -.68105189E-04 0.11739617E+01 0.11739356E+01 0.11740860E+01 0.11741136E+01 0.35154231E-06 0.37099049E-06 0.35594670E-06 0.37179357E-06 -.11014005E-05 -.11642730E-05 -.10840439E-05 -.11444214E-05
 0.46065600E-01 0.10236800E+01 -.50364755E-04 -.68097284E-04 -.50945019E-04 -.67931684E-04 0.11739616E+01 0.11739355E+01 0.11740851E+01 0.11741127E+01 0.34935107E-06 0.36963349E-06 0.35378436E-06 0.37046313E-06 -.11028063E-05 -.11662109E-05 -.10855233E-05 -.11464352E-05
 0.46785600E-01 0.10396800E+01 -.50019956E-04 -.67917167E-04 -.50605456E-04 -.67757394E-04 0.11739615E+01 0.11739354E+01 0.11740843E+01 0.11741118E+01 0.34716242E-06 0.36827673E-06 0.35162445E-06 0.36913321E-06 -.11041887E-05 -.11681229E-05 -.10869796E-05 -.11484234E-05
 0.47505600E-01 0.10556800E+01 -.49675127E-04 -.67736275E-04 -.50265837E-04 -.67582324E-04 0.11739614E+01 0.11739352E+01 0.11740834E+01 0.11741110E+01 0.34497654E-06 0.36692035E-06 0.34946751E-06 0.36780361E-06 -.11055477E-05 -.11700090E-05 -.10884127E-05 -.11503860E-05
 0.48225600E-01 0.10716800E+01 -.49330274E-04 -.67554614E-04 -.49926176E-04 -.67406477E-04 0.11739611E+01 0.11739349E+01 0.11740825E+01 0.11741101E+01 0.34279393E-06 0.36556451E-06 0.34731358E-06 0.36647455E-06 -.11068834E-05 -.11718692E-05 -.10898228E-05 -.11523231E-05
 0.48945600E-01 0.10876800E+01 -.48985406E-04 -.67372190E-04 -.49586477E-04 -.67229858E-04 0.11739608E+01 0.11739346E+01 0.11740817E+01 0.11741092E+01 0.34061457E-06 0.36420891E-06 0.34516269E-06 0.36514582E-06 -.11081958E-05 -.11737036E-05 -.10912098E-05 -.11542346E-05
 0.49665600E-01 0.11036800E+01 -.48640525E-04 -.67189006E-04 -.49246744E-04 -.67052476E-04 0.11739604E+01 0.11739342E+01 0.11740808E+01 0.11741084E+01 0.33843880E-06 0.36285413E-06 0.34301470E-06 0.36381710E-06 -.11094849E-05 -.11755122E-05 -.10925738E-05 -.11561207E-05
 0.50385600E-01 0.11196800E+01 -.48295644E-04 -.67005067E-04 -.48906986E-04 -.66874328E-04 0.11739599E+01 0.11739337E+01 0.11740800E+01 0.11741076E+01 0.33626618E-06 0.36150013E-06 0.34086983E-06 0.36248936E-06 -.11107508E-05 -.11772951E-05 -.10939148E-05 -.11579812E-05
 0.51105600E-01 0.11356800E+01 -.47950768E-04 -.66820380E-04 -.48567207E-04 -.66695426E-04 0.11739593E+01 0.11739331E+01 0.11740793E+01 0.11741068E+01 0.33409642E-06 0.36014685E-06 0.33872818E-06 0.36116218E-06 -.11119935E-05 -.11790523E-05 -.10952328E-05 -.11598164E-05
 0.51825600E-01 0.11516800E+01 -.47605900E-04 -.66634949E-04 -.48227415E-04 -.66515771E-04 0.11739586E+01 0.11739324E+01 0.11740786E+01 0.11741061E+01 0.33192960E-06 0.35879427E-06 0.33658961E-06 0.35983588E-06 -.11132130E-05 -.11807838E-05 -.10965280E-05 -.11616261E-05
 0.52545600E-01 0.11676800E+01 -.47261045E-04 -.66448783E-04 -.47887618E-04 -.66335372E-04 0.11739579E+01 0.11739317E+01 0.11740779E+01 0.11741055E+01 0.32976636E-06 0.35744226E-06 0.33445387E-06 0.35851013E-06 -.11144095E-05 -.11824896E-05 -.10978003E-05 -.11634105E-05
 0.53265600E-01 0.11836800E+01 -.46916212E-04 -.66261881E-04 -.47547818E-04 -.66154232E-04 0.11739571E+01 0.11739309E+01 0.11740773E+01 0.11741049E+01 0.32760652E-06 0.35609109E-06 0.33232125E-06 0.35718495E-06 -.11155829E-05 -.11841699E-05 -.10990497E-05 -.11651696E-05
 0.53985600E-01 0.11996800E+01 -.46571409E-04 -.66074255E-04 -.47208023E-04 -.65972355E-04 0.11739562E+01 0.11739300E+01 0.11740767E+01 0.11741043E+01 0.32544986E-06 0.35474053E-06 0.33019176E-06 0.35586042E-06 -.11167333E-05 -.11858246E-05 -.11002764E-05 -.11669034E-05
 0.54705600E-01 0.12156800E+01 -.46226637E-04 -.65885907E-04 -.46868238E-04 -.65789748E-04 0.11739552E+01 0.11739290E+01 0.11740762E+01 0.11741038E+01 0.32329675E-06 0.35339047E-06 0.32806548E-06 0.35453668E-06 -.11178607E-05 -.11874537E-05 -.11014803E-05 -.11686119E-05
 0.55425600E-01 0.12316800E+01 -.45881905E-04 -.65696838E-04 -.46528468E-04 -.65606416E-04 0.11739542E+01 0.11739280E+01 0.11740758E+01 0.11741034E+01 0.32114702E-06 0.35204166E-06 0.32594272E-06 0.35321384E-06 -.11189651E-05 -.11890574E-05 -.11026615E-05 -.11702952E-05
 0.56145600E-01 0.12476800E+01 -.45537220E-04 -.65507060E-04 -.46188722E-04 -.65422362E-04 0.11739532E+01 0.11739270E+01 0.11740754E+01 0.11741030E+01 0.31900060E-06 0.35069348E-06 0.32382310E-06 0.35189165E-06 -.11200467E-05 -.11906356E-05 -.11038200E-05 -.11719534E-05
 0.56865600E-01 0.12636800E+01 -.45192587E-04 -.65316574E-04 -.45849006E-04 -.65237597E-04 0.11739521E+01 0.11739259E+01 0.11740750E+01 0.11741027E+01 0.31685762E-06 0.34934617E-06 0.32170677E-06 0.35057023E-06 -.11211053E-05 -.11921884E-05 -.11049558E-05 -.11735864E-05
 0.57585600E-01 0.12796800E+01 -.44848008E-04 -.65125389E-04 -.45509321E-04 -.65052119E-04 0.11739510E+01 0.11739248E+01 0.11740747E+01 0.11741024E+01 0.31471821E-06 0.34799953E-06 0.31959409E-06 0.34924951E-06 -.11221412E-05 -.11937158E-05 -.11060691E-05 -.11751943E-05
 0.58305600E-01 0.12956800E+01 -.44503495E-04 -.64933506E-04 -.45169674E-04 -.64865939E-04 0.11739499E+01 0.11739237E+01 0.11740744E+01 0.11741021E+01 0.31258239E-06 0.34665397E-06 0.31748526E-06 0.34792963E-06 -.11231543E-05 -.11952179E-05 -.11071598E-05 -.11767771E-05
 0.59025600E-01 0.13116800E+01 -.44159049E-04 -.64740930E-04 -.44830076E-04 -.64679058E-04 0.11739487E+01 0.11739226E+01 0.11740741E+01 0.11741018E+01 0.31045033E-06 0.34530954E-06 0.31538001E-06 0.34661051E-06 -.11241446E-05 -.11966947E-05 -.11082280E-05 -.11783349E-05
 0.59745600E-01 0.13276800E+01 -.43814683E-04 -.64547671E-04 -.44490528E-04 -.64491481E-04 0.11739476E+01 0.11739215E+01 0.11740739E+01 0.11741016E+01 0.30832166E-06 0.34396569E-06 0.31327846E-06 0.34529248E-06 -.11251123E-05 -.11981462E-05 -.11092737E-05 -.11798677E-05
 0.60465600E-01 0.13436800E+01 -.43470396E-04 -.64353730E-04 -.44151039E-04 -.64303217E-04 0.11739466E+01 0.11739204E+01 0.11740736E+01 0.11741013E+01 0.30619653E-06 0.34262307E-06 0.31118023E-06 0.34397529E-06 -.11260573E-05 -.11995726E-05 -.11102969E-05 -.11813756E-05
