latitude_deg,longitude_deg
35.0156533333333,139.002930277778
35.0156533333333,139.002927777778
35.0156533333333,139.002925277778
35.0156533333333,139.002923055556
35.0156533333333,139.002920555556
35.0156522222222,139.002918055556
35.0156497222222,139.002915
35.0156475,139.002911944444
35.015645,139.002908888889
35.0156425,139.002905833333
35.0156402777778,139.002903611111
35.0156377777778,139.0029025
35.0156352777778,139.002901388889
35.0156330555556,139.0029
35.0156305555556,139.002898888889
35.0156286111111,139.002897777778
35.0156275,139.002896666667
35.0156263888889,139.002895833333
35.015625,139.002894722222
35.0156238888889,139.002893888889
35.0156225,139.002893333333
35.0156202777778,139.002893611111
35.0156183333333,139.002893611111
35.0156163888889,139.002893888889
35.0156144444445,139.002894166667
35.0156125,139.002893611111
35.0156111111111,139.0028925
35.0156097222222,139.002891388889
35.0156083333333,139.00289
35.0156069444444,139.002888888889
35.0156061111111,139.002888333333
35.0156061111111,139.002888333333
35.0156061111111,139.002888333333
35.0156061111111,139.002888333333
35.0156061111111,139.002888333333
35.0156061111111,139.002888333333
35.0156061111111,139.002888333333
35.0156061111111,139.002888333333
35.0156061111111,139.002888333333
35.0156061111111,139.002888333333
35.0156041666667,139.002885
35.0155994444445,139.002877777778
35.0155947222222,139.002870277778
35.0155897222222,139.002863055556
35.015585,139.002855555556
35.0155808333333,139.002851111111
35.0155777777778,139.002850555556
35.0155744444445,139.002850277778
35.0155713888889,139.002849722222
35.0155680555556,139.002849444444
35.0155627777778,139.002846944444
35.015555,139.002841388889
35.0155469444445,139.002835555556
35.0155388888889,139.00283
35.0155308333333,139.002824444444
35.0155241666667,139.002818055556
35.0155191666667,139.002810833333
35.0155141666667,139.002803333333
35.0155091666667,139.002795833333
35.0155041666667,139.002788611111
35.0154977777778,139.002781111111
35.0154894444444,139.002773333333
35.0154808333333,139.002765833333
35.0154725,139.002758333333
35.0154641666667,139.002750555556
35.0154563888889,139.002744444444
35.0154497222222,139.002740555556
35.0154433333333,139.002736666667
35.0154366666667,139.0027325
35.01543,139.002728611111
35.0154230555556,139.002725
35.0154155555556,139.002722222222
35.0154077777778,139.002719444444
35.0154002777778,139.002716666667
35.0153927777778,139.002713888889
35.0153838888889,139.002709444444
35.0153736111111,139.002702777778
35.0153630555556,139.002696388889
35.0153527777778,139.002689722222
35.0153422222222,139.002683055556
35.0153286111111,139.002675833333
35.0153108333333,139.002667222222
35.0152927777778,139.002658888889
35.0152747222222,139.002650555556
35.0152566666667,139.002642222222
35.0152372222222,139.002635277778
35.0152158333333,139.002630555556
35.0151944444445,139.002626111111
35.0151730555556,139.002621388889
35.0151516666667,139.002616944444
35.0151302777778,139.00261
35.0151086111111,139.002599722222
35.0150869444444,139.002589444444
35.0150655555556,139.002579444444
35.0150438888889,139.002569166667
35.0150213888889,139.002559722222
35.0149977777778,139.002551666667
35.0149741666667,139.002543333333
35.0149505555556,139.002535277778
35.0149269444445,139.002526944444
35.0149036111111,139.002518888889
35.0148802777778,139.002511111111
35.0148572222222,139.002503333333
35.0148338888889,139.002495555556
35.0148108333333,139.002487777778
35.0147863888889,139.002479444444
35.01476,139.002470833333
35.0147338888889,139.002461944444
35.0147077777778,139.002453055556
35.0146813888889,139.002444444444
35.0146547222222,139.002431944444
35.0146272222222,139.002414166667
35.0145994444444,139.002396666667
35.0145719444444,139.002379166667
35.0145444444445,139.002361388889
35.0145152777778,139.002341111111
35.0144844444444,139.002317222222
35.0144533333333,139.002293333333
35.0144222222222,139.002269166667
35.0143913888889,139.002245277778
35.0143611111111,139.0022225
35.0143325,139.002201388889
35.0143036111111,139.002180555556
35.0142747222222,139.002159444444
35.0142461111111,139.002138611111
35.0142175,139.002118611111
35.0141894444445,139.002100277778
35.0141616666667,139.002081666667
35.0141336111111,139.002063333333
35.0141055555556,139.002045
35.0140777777778,139.0020275
35.0140502777778,139.002011666667
35.0140225,139.001995555556
35.013995,139.001979444444
35.0139672222222,139.001963611111
35.0139397222222,139.001946666667
35.0139125,139.001928333333
35.013885,139.001910277778
35.0138575,139.001891944444
35.0138302777778,139.001873888889
35.0138027777778,139.001856666667
35.0137758333333,139.001840833333
35.0137486111111,139.001825
35.0137213888889,139.001809166667
35.0136941666667,139.001793333333
35.0136658333333,139.001779166667
35.0136358333333,139.001767222222
35.0136058333333,139.001755277778
35.0135758333333,139.001743333333
35.0135458333333,139.001731111111
35.0135175,139.001714444444
35.0134913888889,139.001690833333
35.0134652777778,139.001667222222
35.0134394444445,139.001643611111
35.0134133333333,139.00162
35.0133866666667,139.001598888889
35.0133586111111,139.001581388889
35.0133305555556,139.001563611111
35.0133025,139.001546111111
35.0132744444444,139.001528611111
35.0132461111111,139.001510277778
35.0132166666667,139.001491388889
35.0131872222222,139.001472222222
35.0131577777778,139.001453333333
35.0131283333333,139.001434444444
35.0131005555556,139.001411666667
35.0130747222222,139.001383888889
35.0130488888889,139.001356111111
35.0130230555556,139.001328333333
35.0129972222222,139.001300555556
35.0129713888889,139.001274444444
35.012945,139.001250833333
35.0129188888889,139.001227222222
35.0128927777778,139.001203611111
35.0128663888889,139.00118
35.0128402777778,139.001157222222
35.0128144444445,139.001135833333
35.0127883333333,139.001114444444
35.0127625,139.001093055556
35.0127363888889,139.001071666667
35.0127113888889,139.001050277778
35.0126880555556,139.001028888889
35.0126647222222,139.0010075
35.0126413888889,139.000986111111
35.0126177777778,139.000964722222
35.0125952777778,139.000941111111
35.0125741666667,139.000914166667
35.0125530555556,139.0008875
35.0125476111111,139.000860555556
35.0125105555556,139.000833888889
35.0124877777778,139.000810833333
35.0124622222222,139.000793055556
35.0124369444445,139.000775277778
35.0124113888889,139.0007575
35.0123861111111,139.000739722222
35.0123608333333,139.000721388889
35.0123358333333,139.000702777778
35.0123108333333,139.000684166667
35.0122858333333,139.000665555556
35.0122608333333,139.000646944444
35.0122369444445,139.000628888889
35.0122141666667,139.000611388889
35.0121916666667,139.000593611111
35.0121688888889,139.000576111111
35.0121463888889,139.000558611111
35.0121238888889,139.000540555556
35.0121016666667,139.000522222222
35.0120794444445,139.000503888889
35.0120575,139.000485277778
35.0120352777778,139.000466944444
35.0120138888889,139.000448055556
35.0119936111111,139.000428333333
35.0119733333333,139.000408888889
35.0119533333333,139.000389166667
35.0119330555556,139.000369722222
35.0119133333333,139.000350555556
35.0118944444445,139.000332222222
35.0118752777778,139.000313888889
35.0118563888889,139.000295277778
35.0118372222222,139.000276944444
35.0118158333333,139.000258333333
35.0117908333333,139.000239444444
35.0117658333333,139.000220277778
35.0117408333333,139.000201388889
35.0117158333333,139.000182222222
35.0116919444445,139.000163611111
35.01167,139.000145833333
35.0116480555556,139.000127777778
35.0116261111111,139.000109722222
35.0116041666667,139.000091666667
35.0115794444445,139.000073888889
35.0115511111111,139.000056111111
35.0115225,139.000038333333
35.0114941666667,139.000020277778
35.0114658333333,139.0000025
35.0114383333333,139.016651388889
35.0114122222222,139.016633333333
35.0113858333333,139.016615277778
35.0113597222222,139.0165975
35.0113336111111,139.016579444444
35.0113061111111,139.016561666667
35.0112769444445,139.016544444444
35.0112477777778,139.016527222222
35.0112186111111,139.01651
35.0111891666667,139.016493055556
35.0111608333333,139.016475555556
35.0111330555556,139.016458333333
35.0111055555556,139.016440833333
35.0110780555556,139.016423333333
35.0110502777778,139.016406111111
35.0110191666667,139.0163875
35.0109830555556,139.016367222222
35.0109466666667,139.016346944444
35.0109105555556,139.016326944444
35.0108744444445,139.016306666667
35.0108427777778,139.016287777778
35.0108172222222,139.016270277778
35.0107919444444,139.016252777778
35.0107663888889,139.016235555556
35.0107411111111,139.016218055556
35.0107158333333,139.0162
35.0106908333333,139.016181388889
35.0106658333333,139.0161625
35.0106408333333,139.016143611111
35.0106158333333,139.016124722222
35.0105905555556,139.016106111111
35.0105652777778,139.016087222222
35.0105397222222,139.016068333333
35.0105144444445,139.016049722222
35.0104891666667,139.016030833333
35.0104638888889,139.016009722222
35.0104394444445,139.015985277778
35.0104147222222,139.015960833333
35.0103902777778,139.015936666667
35.0103655555556,139.015912222222
35.0103402777778,139.015888888889
35.0103144444445,139.015867222222
35.0102883333333,139.015845833333
35.0102625,139.015824166667
35.0102363888889,139.0158025
35.0102105555556,139.015778888889
35.010185,139.0157525
35.0101594444445,139.015726111111
35.0101338888889,139.015699722222
35.0101080555556,139.015673333333
35.0100827777778,139.015649444444
35.0100577777778,139.015629444444
35.0100327777778,139.015609444444
35.0100077777778,139.015589444444
35.0099827777778,139.015569444444
35.0099588888889,139.015547777778
35.0099363888889,139.015523055556
35.0099141666667,139.015498333333
35.0098916666667,139.015473888889
35.0098691666667,139.015449166667
35.0098455555556,139.015425833333
35.00982,139.015403611111
35.0097944444445,139.015381666667
35.0097688888889,139.015359722222
35.0097430555556,139.015337777778
35.0097177777778,139.015313333333
35.0096930555556,139.015285555556
35.0096683333333,139.015257777778
35.0096436111111,139.01523
35.0096186111111,139.015202222222
35.0095938888889,139.015175
35.0095694444445,139.015148888889
35.0095447222222,139.0151225
35.0095202777778,139.015096388889
35.0094955555556,139.015070277778
35.0094708333333,139.015046111111
35.0094461111111,139.015024444444
35.0094213888889,139.015003055556
35.0093963888889,139.014981666667
35.0093716666667,139.014960277778
35.0093472222222,139.014936388889
35.0093233333333,139.014908888889
35.0092991666667,139.014881111111
35.0092752777778,139.014853611111
35.0092511111111,139.014826111111
35.0092275,139.014799166667
35.0092044444444,139.014773055556
35.0091811111111,139.014746944444
35.0091580555556,139.014721111111
35.0091347222222,139.014695
35.0091111111111,139.014668055556
35.0090866666667,139.014639722222
35.0090622222222,139.014611388889
35.0090377777778,139.014582777778
35.0090133333333,139.014554444444
35.0089877777778,139.014523888889
35.0089608333333,139.014489722222
